,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2023-09-10,SFO,@,PIT,"W, 30-7",,5,10,0,2.0,1,0,0,,0,0.0,0.0,10,14.7,0,0.0,0,0.0
1,1.0,,2.0,2.0,2023-09-17,SFO,@,LAR,"W, 30-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2.0,18.0,3.0,3.0,2023-09-21,SFO,,NYG,"W, 30-12",,11,42,0,3.8,3,3,2,0.7,0,100.0,0.7,28,33.7,0,0.0,0,0.0
3,2.0,,4.0,4.0,2023-10-01,SFO,,ARI,"W, 35-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,,5.0,5.0,2023-10-08,SFO,,DAL,"W, 42-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,19.0,6.0,6.0,2023-10-15,SFO,@,CLE,"L, 17-19",,2,-3,0,-1.5,0,0,0,,0,,,7,11.3,0,0.0,0,0.0
6,4.0,20.0,7.0,7.0,2023-10-23,SFO,@,MIN,"L, 17-22",,1,-1,0,-1.0,0,0,0,,0,,,4,7.5,0,0.0,0,0.0
7,5.0,21.0,8.0,8.0,2023-10-29,SFO,,CIN,"L, 17-31",,3,2,0,0.7,1,0,0,,0,0.0,0.0,7,11.9,0,0.0,0,0.0
8,6.0,22.0,9.0,10.0,2023-11-12,SFO,@,JAX,"W, 34-3",,8,23,0,2.9,0,0,0,,0,,,17,27.4,0,0.0,0,0.0
9,7.0,23.0,10.0,11.0,2023-11-19,SFO,,TAM,"W, 27-14",,4,24,0,6.0,0,0,0,,0,,,8,13.3,0,0.0,0,0.0
10,8.0,24.0,11.0,12.0,2023-11-23,SFO,@,SEA,"W, 31-13",,7,39,0,5.6,1,1,-3,-3.0,0,100.0,-3.0,17,25.8,0,0.0,0,0.0
11,9.0,25.0,12.0,13.0,2023-12-03,SFO,@,PHI,"W, 42-19",,3,13,0,4.3,0,0,0,,0,,,5,8.5,0,0.0,0,0.0
12,9.0,,13.0,14.0,2023-12-10,SFO,,SEA,"W, 28-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,9.0,,14.0,15.0,2023-12-17,SFO,@,ARI,"W, 45-29",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,9.0,,15.0,16.0,2023-12-25,SFO,,BAL,"L, 19-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,10.0,26.0,16.0,17.0,2023-12-31,SFO,@,WAS,"W, 27-10",,17,80,1,4.7,0,0,0,,0,,,26,37.1,0,0.0,0,0.0
16,11.0,27.0,17.0,18.0,2024-01-07,SFO,,LAR,"L, 20-21",*,14,52,1,3.7,2,2,15,7.5,0,100.0,7.5,32,52.5,0,0.0,0,0.0
17,,,,,,,,,7-4,,75,281,2,3.7,8,6,14,2.3,0,75.0,1.8,161,22.9,0,0.0,0,0.0
