,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,SFO,@,DET,"W, 41-33",,19,104,1,5.5,0,0,0,,0,,,35,63.6,0,0.0,2,6.5
1,2.0,2.0,2.0,2.0,2021-09-19,SFO,@,PHI,"W, 17-11",*,17,42,0,2.5,2,2,11,5.5,0,100.0,5.5,43,61.4,0,0.0,0,0.0
2,2.0,,3.0,3.0,2021-09-26,SFO,,GNB,"L, 28-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2021-10-03,SFO,,SEA,"L, 21-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,3.0,5.0,5.0,2021-10-10,SFO,@,ARI,"L, 10-17",*,9,43,0,4.8,2,2,19,9.5,0,100.0,9.5,44,67.7,0,0.0,0,0.0
5,4.0,4.0,6.0,7.0,2021-10-24,SFO,,IND,"L, 18-30",*,18,107,1,5.9,0,0,0,,0,,,37,66.1,0,0.0,0,0.0
6,5.0,5.0,7.0,8.0,2021-10-31,SFO,@,CHI,"W, 33-22",*,18,137,1,7.6,0,0,0,,0,,,36,64.3,0,0.0,0,0.0
7,6.0,6.0,8.0,9.0,2021-11-07,SFO,,ARI,"L, 17-31",*,8,36,0,4.5,5,5,43,8.6,0,100.0,8.6,39,66.1,0,0.0,0,0.0
8,7.0,7.0,9.0,10.0,2021-11-15,SFO,,LAR,"W, 31-10",*,27,91,0,3.4,0,0,0,,0,,,36,52.9,0,0.0,1,4.3
9,7.0,,10.0,11.0,2021-11-21,SFO,@,JAX,"W, 30-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,8.0,11.0,12.0,2021-11-28,SFO,,MIN,"W, 34-26",*,27,133,1,4.9,6,5,35,7.0,0,83.3,5.8,49,70.0,0,0.0,0,0.0
11,9.0,9.0,12.0,13.0,2021-12-05,SFO,@,SEA,"L, 23-30",*,22,66,1,3.0,3,3,18,6.0,0,100.0,6.0,49,84.5,0,0.0,0,0.0
12,9.0,,13.0,14.0,2021-12-12,SFO,@,CIN,"W, 26-23 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,9.0,,14.0,15.0,2021-12-19,SFO,,ATL,"W, 31-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,9.0,,15.0,16.0,2021-12-23,SFO,@,TEN,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,10.0,10.0,16.0,17.0,2022-01-02,SFO,,HOU,"W, 23-7",*,21,119,0,5.7,2,2,11,5.5,1,100.0,5.5,36,58.1,0,0.0,0,0.0
16,11.0,11.0,17.0,18.0,2022-01-09,SFO,@,LAR,"W, 27-24 (OT)",*,21,85,0,4.0,0,0,0,,0,,,37,52.9,0,0.0,0,0.0
17,,,,,,,,,7-4,,207,963,5,4.7,20,19,137,7.2,1,95.0,6.9,441,64.0,0,0.0,3,1.1
