,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2021,23,SFO,NFL,RB,3,2,55,169,1,8,36.4,16,3.1,56.3,18.3,9.0,7,57,8.1,0,4,44.4,21.0,2.3,19.0,77.8,6.3,62,3.6,226,1,0,
1,2022,24,SFO,NFL,RB,2,0,23,53,0,3,26.1,13,2.3,26.5,11.5,3.0,2,25,12.5,1,2,66.7,18.0,1.0,12.5,66.7,8.3,25,3.1,78,1,0,
2,2023,25,SFO,NFL,RB,3,0,6,15,1,1,33.3,7,2.5,5.0,2.0,0.0,0,0,,0,0,,,0.0,0.0,,,6,2.5,15,1,0,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,8,2,84,237,2,12,33.3,16,2.8,29.6,10.5,12.0,9,82,9.1,1,6,50.0,21.0,1.1,10.3,75.0,6.8,93,3.4,319,3,0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,4,179,504,4,26,33.3,16,2.8,29.6,10.5,,19,174,9.1,2,13,,21.0,1.1,10.3,,,198,3.4,678,6,0,
