,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,12.0,1.0,1.0,2022-09-11,SFO,@,CHI,"L, 10-19",*,6,41,0,6.8,0,0,0,,0,,,17,25.0,0,0.0,0,0.0
1,1.0,,2.0,2.0,2022-09-18,SFO,,SEA,"W, 27-7",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,,3.0,3.0,2022-09-25,SFO,@,DEN,"L, 10-11",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1.0,,4.0,4.0,2022-10-03,SFO,,LAR,"W, 24-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,,5.0,5.0,2022-10-09,SFO,@,CAR,"W, 37-15",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,1.0,,6.0,6.0,2022-10-16,SFO,@,ATL,"L, 14-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,1.0,,7.0,7.0,2022-10-23,SFO,,KAN,"L, 23-44",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,1.0,,8.0,8.0,2022-10-30,SFO,@,LAR,"W, 31-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2.0,13.0,9.0,10.0,2022-11-13,SFO,,LAC,"W, 22-16",,18,89,0,4.9,2,1,-1,-1.0,0,50.0,-0.5,25,35.2,0,0.0,0,0.0
9,3.0,14.0,10.0,11.0,2022-11-21,SFO,@,ARI,"W, 38-10",,9,59,0,6.6,0,0,0,,0,,,13,22.4,0,0.0,0,0.0
10,4.0,15.0,11.0,12.0,2022-11-27,SFO,,NOR,"W, 13-0",,7,35,0,5.0,2,2,8,4.0,0,100.0,4.0,15,21.4,0,0.0,0,0.0
11,4.0,,12.0,13.0,2022-12-04,SFO,,MIA,"W, 33-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,4.0,,13.0,14.0,2022-12-11,SFO,,TAM,"W, 35-7",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,4.0,,14.0,15.0,2022-12-15,SFO,@,SEA,"W, 21-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,4.0,,15.0,16.0,2022-12-24,SFO,,WAS,"W, 37-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,4.0,,16.0,17.0,2023-01-01,SFO,@,LVR,"W, 37-34 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,5.0,16.0,17.0,18.0,2023-01-08,SFO,,ARI,"W, 38-13",,5,55,2,11.0,0,0,0,,0,,,10,16.1,0,0.0,0,0.0
17,,,,,,,,,4-1,,45,279,2,6.2,4,3,7,2.3,0,75.0,1.8,80,24.3,0,0.0,0,0.0
