,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,96.0,1.0,1,2022-09-11,CAR,,CLE,"L, 24-26",*,8,5,102,20.4,1,62.5,12.8,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
1,2.0,97.0,2.0,2,2022-09-18,CAR,@,NYG,"L, 16-19",*,5,3,32,10.7,0,60.0,6.4,1,1,0,0,0,0,54,93.1,0,0.0,0,0.0
2,3.0,98.0,3.0,3,2022-09-25,CAR,,NOR,"W, 22-14",*,4,1,14,14.0,0,25.0,3.5,0,0,0,0,0,0,51,83.6,0,0.0,1,3.4
3,4.0,99.0,4.0,4,2022-10-02,CAR,,ARI,"L, 16-26",*,5,3,26,8.7,0,60.0,5.2,0,0,0,0,0,0,50,96.2,0,0.0,1,4.3
4,5.0,100.0,5.0,5,2022-10-09,CAR,,SFO,"L, 15-37",,5,1,32,32.0,0,20.0,6.4,0,0,0,0,0,0,53,76.8,0,0.0,0,0.0
5,6.0,101.0,6.0,6,2022-10-16,CAR,@,LAR,"L, 10-24",*,0,0,0,,0,,,0,0,0,0,0,0,23,52.3,0,0.0,0,0.0
6,,,,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals,Player went from Carolina Panthers to Arizona Cardinals
7,7.0,102.0,7.0,7,2022-10-20,ARI,,NOR,"W, 42-34",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,12,18.2,0,0.0,0,0.0
8,8.0,103.0,8.0,8,2022-10-30,ARI,@,MIN,"L, 26-34",,3,0,0,,0,0.0,0.0,0,0,0,0,0,0,7,9.0,0,0.0,0,0.0
9,9.0,104.0,9.0,9,2022-11-06,ARI,,SEA,"L, 21-31",*,3,1,-4,-4.0,0,33.3,-1.3,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0
10,10.0,105.0,10.0,10,2022-11-13,ARI,@,LAR,"W, 27-17",,0,0,0,,0,,,0,0,0,0,0,0,8,11.8,0,0.0,0,0.0
11,11.0,106.0,11.0,11,2022-11-21,ARI,,SFO,"L, 10-38",,0,0,0,,0,,,0,0,0,0,0,0,33,46.5,0,0.0,0,0.0
12,12.0,107.0,12.0,12,2022-11-27,ARI,,LAC,"L, 24-25",,3,1,17,17.0,0,33.3,5.7,0,0,0,0,0,0,28,42.4,0,0.0,0,0.0
13,13.0,108.0,13.0,14,2022-12-12,ARI,,NWE,"L, 13-27",,4,4,50,12.5,0,100.0,12.5,0,0,0,0,0,0,23,30.7,0,0.0,0,0.0
14,14.0,109.0,14.0,15,2022-12-18,ARI,@,DEN,"L, 15-24",,2,0,0,,0,0.0,0.0,0,0,0,0,0,0,24,36.9,0,0.0,0,0.0
15,15.0,110.0,15.0,16,2022-12-25,ARI,,TAM,"L, 16-19 (OT)",,0,0,0,,0,,,0,0,0,0,0,0,5,6.6,0,0.0,0,0.0
16,16.0,111.0,16.0,17,2023-01-01,ARI,@,ATL,"L, 19-20",*,1,1,13,13.0,0,100.0,13.0,0,0,0,0,0,0,17,23.0,0,0.0,0,0.0
17,16.0,,17.0,18,2023-01-08,ARI,@,SFO,"L, 13-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,,,,,,,,,3-13,,44,20,282,14.1,1,45.5,6.4,1,1,0,0,0,0,493,47.4,0,0.0,2,0.4
