,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2020-09-13,CAR,,LVR,"L, 30-34",*,8,6,114,19.0,1,75.0,14.3,0,0,0,,0,0,0,0,0,0,55,82.1,0,0.0,0,0.0
1,2.0,64.0,2.0,2.0,2020-09-20,CAR,@,TAM,"L, 17-31",*,10,9,109,12.1,0,90.0,10.9,0,0,0,,1,1,0,0,0,0,54,74.0,0,0.0,1,4.0
2,3.0,65.0,3.0,3.0,2020-09-27,CAR,@,LAC,"W, 21-16",*,5,5,55,11.0,0,100.0,11.0,0,0,0,,0,0,0,0,0,0,40,78.4,0,0.0,0,0.0
3,4.0,66.0,4.0,4.0,2020-10-04,CAR,,ARI,"W, 31-21",*,11,8,99,12.4,0,72.7,9.0,0,0,0,,0,0,0,0,0,0,44,57.9,0,0.0,1,4.0
4,5.0,67.0,5.0,5.0,2020-10-11,CAR,@,ATL,"W, 23-16",*,12,8,112,14.0,0,66.7,9.3,1,3,0,3.0,0,0,0,0,0,0,48,72.7,0,0.0,1,3.8
5,6.0,68.0,6.0,6.0,2020-10-18,CAR,,CHI,"L, 16-23",*,5,4,77,19.3,0,80.0,15.4,0,0,0,,0,0,0,0,0,0,59,86.8,0,0.0,0,0.0
6,7.0,69.0,7.0,7.0,2020-10-25,CAR,@,NOR,"L, 24-27",*,8,6,74,12.3,0,75.0,9.3,0,0,0,,0,0,0,0,0,0,40,87.0,0,0.0,0,0.0
7,8.0,70.0,8.0,8.0,2020-10-29,CAR,,ATL,"L, 17-25",*,8,5,48,9.6,0,62.5,6.0,0,0,0,,0,0,0,0,0,0,45,83.3,0,0.0,0,0.0
8,9.0,71.0,9.0,9.0,2020-11-08,CAR,@,KAN,"L, 31-33",*,13,9,63,7.0,0,69.2,4.8,0,0,0,,0,0,0,0,0,0,69,83.1,0,0.0,1,3.2
9,10.0,72.0,10.0,10.0,2020-11-15,CAR,,TAM,"L, 23-46",*,6,4,21,5.3,0,66.7,3.5,0,0,0,,0,0,0,0,0,0,35,72.9,0,0.0,0,0.0
10,11.0,73.0,11.0,11.0,2020-11-22,CAR,,DET,"W, 20-0",*,9,7,46,6.6,0,77.8,5.1,0,0,0,,0,0,0,0,0,0,50,70.4,0,0.0,0,0.0
11,12.0,74.0,12.0,12.0,2020-11-29,CAR,@,MIN,"L, 27-28",*,7,4,94,23.5,1,57.1,13.4,0,0,0,,0,0,0,0,0,0,53,81.5,0,0.0,0,0.0
12,13.0,75.0,13.0,14.0,2020-12-13,CAR,,DEN,"L, 27-32",*,12,8,84,10.5,0,66.7,7.0,2,13,0,6.5,0,0,0,0,0,0,57,85.1,0,0.0,0,0.0
13,14.0,76.0,14.0,15.0,2020-12-19,CAR,@,GNB,"L, 16-24",*,5,2,21,10.5,0,40.0,4.2,1,-1,0,-1.0,0,0,0,0,0,0,62,89.9,0,0.0,0,0.0
14,15.0,77.0,15.0,16.0,2020-12-27,CAR,@,WAS,"W, 20-13",*,10,7,39,5.6,1,70.0,3.9,0,0,0,,0,0,0,0,0,0,52,77.6,0,0.0,1,4.5
15,16.0,78.0,16.0,17.0,2021-01-03,CAR,,NOR,"L, 7-33",*,7,3,40,13.3,0,42.9,5.7,0,0,0,,0,0,0,0,0,0,42,67.7,0,0.0,0,0.0
16,,,,,,,,,5-11,,136,95,1096,11.5,3,69.9,8.1,4,15,0,3.8,1,1,0,0,0,0,805,77.9,0,0.0,5,1.2
