,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2024-09-08,LVR,@,LAC,"L, 10-22",*,25,33,75.8,257,1,1,7.8,7.03,95.1,4,32,3,5,0,1.7,1,1,0,0,0,0,60,100.0,0,0.0,0,0.0
1,2.0,51.0,2.0,2.0,2024-09-15,LVR,@,BAL,"W, 26-23",*,30,38,78.9,276,1,1,7.3,6.61,94.7,5,43,1,-1,0,-1.0,1,0,0,0,0,0,63,100.0,0,0.0,0,0.0
2,3.0,52.0,3.0,3.0,2024-09-22,LVR,,CAR,"L, 22-36",*,18,28,64.3,214,1,1,7.6,6.75,84.5,2,8,3,14,0,4.7,0,0,0,0,0,0,51,79.7,0,0.0,0,0.0
3,4.0,53.0,4.0,4.0,2024-09-29,LVR,,CLE,"W, 20-16",*,14,24,58.3,130,0,0,5.4,5.42,73.3,2,14,2,-2,0,-1.0,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
4,5.0,54.0,5.0,5.0,2024-10-06,LVR,@,DEN,"L, 18-34",*,12,17,70.6,137,1,2,8.1,3.94,74.5,2,9,2,22,0,11.0,0,0,0,0,0,0,44,62.9,0,0.0,0,0.0
5,5.0,,6.0,6.0,2024-10-13,LVR,,PIT,"L, 13-32",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,6.0,55.0,7.0,7.0,2024-10-20,LVR,@,LAR,"L, 15-20",,15,34,44.1,154,0,3,4.5,0.56,21.0,2,11,1,2,0,2.0,1,1,0,0,0,0,65,82.3,0,0.0,0,0.0
7,7.0,56.0,8.0,8.0,2024-10-27,LVR,,KAN,"L, 20-27",*,24,30,80.0,209,2,0,7.0,8.30,117.9,5,14,2,6,0,3.0,1,1,0,0,0,0,58,100.0,0,0.0,0,0.0
8,8.0,57.0,9.0,9.0,2024-11-03,LVR,@,CIN,"L, 24-41",*,10,17,58.8,124,0,0,7.3,7.29,81.5,1,7,1,0,0,0.0,1,1,0,0,-10,0,35,57.4,0,0.0,0,0.0
9,9.0,58.0,10.0,11.0,2024-11-17,LVR,@,MIA,"L, 19-34",*,30,43,69.8,282,2,1,6.6,6.44,93.4,3,14,2,7,0,3.5,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
10,10.0,59.0,11.0,12.0,2024-11-24,LVR,,DEN,"L, 19-29",*,25,42,59.5,230,1,1,5.5,4.88,72.5,3,12,2,5,0,2.5,1,0,0,1,-3,0,64,83.1,0,0.0,0,0.0
11,10.0,,12.0,13.0,2024-11-29,LVR,@,KAN,"L, 17-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,10.0,,13.0,14.0,2024-12-08,LVR,@,TAM,"L, 13-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,10.0,,14.0,15.0,2024-12-16,LVR,,ATL,"L, 9-15",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,10.0,,15.0,16.0,2024-12-22,LVR,,JAX,"W, 19-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,10.0,,16.0,17.0,2024-12-29,LVR,@,NOR,"W, 25-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
