,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,132.0,1.0,1.0,2021-09-09,TAM,,DAL,"W, 31-29",*,8,8,90,11.3,2,100.0,11.3,57,87.7,0,0.0,0,0.0
1,2.0,133.0,2.0,2.0,2021-09-19,TAM,,ATL,"W, 48-25",*,5,4,39,9.8,2,80.0,7.8,51,81.0,0,0.0,0,0.0
2,3.0,134.0,3.0,3.0,2021-09-26,TAM,@,LAR,"L, 24-34",*,8,4,55,13.8,0,50.0,6.9,45,61.6,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,TAM,@,NWE,"W, 19-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2021-10-10,TAM,,MIA,"W, 45-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,,6.0,6.0,2021-10-14,TAM,@,PHI,"W, 28-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,3.0,,7.0,7.0,2021-10-24,TAM,,CHI,"W, 38-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,4.0,135.0,8.0,8.0,2021-10-31,TAM,@,NOR,"L, 27-36",*,1,0,0,,0,0.0,0.0,6,9.8,0,0.0,0,0.0
8,4.0,,9.0,10.0,2021-11-14,TAM,@,WAS,"L, 19-29",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,5.0,136.0,10.0,11.0,2021-11-22,TAM,,NYG,"W, 30-10",*,8,6,71,11.8,0,75.0,8.9,46,59.0,0,0.0,0,0.0
10,6.0,137.0,11.0,12.0,2021-11-28,TAM,@,IND,"W, 38-31",*,9,7,123,17.6,0,77.8,13.7,55,82.1,0,0.0,0,0.0
11,7.0,138.0,12.0,13.0,2021-12-05,TAM,@,ATL,"W, 30-17",*,8,4,58,14.5,2,50.0,7.3,58,82.9,0,0.0,0,0.0
12,8.0,139.0,13.0,14.0,2021-12-12,TAM,,BUF,"W, 33-27 (OT)",*,9,5,62,12.4,0,55.6,6.9,73,88.0,0,0.0,0,0.0
13,9.0,140.0,14.0,15.0,2021-12-19,TAM,,NOR,"L, 0-9",*,11,2,29,14.5,0,18.2,2.6,63,85.1,0,0.0,0,0.0
14,10.0,141.0,15.0,16.0,2021-12-26,TAM,@,CAR,"W, 32-6",*,2,1,23,23.0,0,50.0,11.5,60,89.6,0,0.0,0,0.0
15,11.0,142.0,16.0,17.0,2022-01-02,TAM,@,NYJ,"W, 28-24",*,10,7,115,16.4,0,70.0,11.5,70,94.6,0,0.0,0,0.0
16,12.0,143.0,17.0,18.0,2022-01-09,TAM,,CAR,"W, 41-17",*,10,7,137,19.6,0,70.0,13.7,50,83.3,0,0.0,0,0.0
17,,,,,,,,,9-3,,89,55,802,14.6,6,61.8,9.0,634,75.9,0,0.0,0,0.0
