,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-07,DET,@,KAN,"W, 21-20",,7,42,0,6.0,2,2,18,9.0,0,100.0,9.0,0,0,0,0,0,0,19,27.1,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2023-09-17,DET,,SEA,"L, 31-37 (OT)",,7,17,0,2.4,9,7,39,5.6,0,77.8,4.3,0,0,0,0,0,0,32,48.5,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2023-09-24,DET,,ATL,"W, 20-6",*,17,80,0,4.7,2,1,2,2.0,0,50.0,1.0,0,0,0,0,0,0,42,60.0,0,0.0,1,3.7
3,4.0,4.0,4.0,4.0,2023-09-28,DET,@,GNB,"W, 34-20",,8,40,0,5.0,5,4,11,2.8,0,80.0,2.2,0,0,0,0,0,0,28,37.3,0,0.0,1,3.3
4,4.0,,5.0,5.0,2023-10-08,DET,,CAR,"W, 42-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2023-10-15,DET,@,TAM,"W, 20-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,5.0,7.0,7.0,2023-10-22,DET,@,BAL,"L, 6-38",*,11,68,1,6.2,10,9,58,6.4,0,90.0,5.8,0,0,0,0,0,0,65,86.7,0,0.0,0,0.0
7,6.0,6.0,8.0,8.0,2023-10-30,DET,,LVR,"W, 26-14",*,26,152,1,5.8,5,5,37,7.4,0,100.0,7.4,0,0,0,0,0,0,60,69.8,0,0.0,0,0.0
8,7.0,7.0,9.0,10.0,2023-11-12,DET,@,LAC,"W, 41-38",,14,77,2,5.5,5,3,35,11.7,0,60.0,7.0,0,0,0,0,0,0,38,57.6,0,0.0,0,0.0
9,8.0,8.0,10.0,11.0,2023-11-19,DET,,CHI,"W, 31-26",,8,36,1,4.5,6,6,59,9.8,0,100.0,9.8,0,0,0,0,0,0,35,56.5,0,0.0,0,0.0
10,9.0,9.0,11.0,12.0,2023-11-23,DET,,GNB,"L, 22-29",,11,54,0,4.9,8,4,19,4.8,0,50.0,2.4,0,0,0,0,0,0,60,71.4,0,0.0,0,0.0
11,10.0,10.0,12.0,13.0,2023-12-03,DET,@,NOR,"W, 33-28",,8,60,0,7.5,2,1,-6,-6.0,0,50.0,-3.0,0,0,0,0,0,0,26,44.8,0,0.0,0,0.0
12,11.0,11.0,13.0,14.0,2023-12-10,DET,@,CHI,"L, 13-28",,11,66,1,6.0,4,3,16,5.3,0,75.0,4.0,1,0,0,0,0,0,41,63.1,0,0.0,0,0.0
13,12.0,12.0,14.0,15.0,2023-12-16,DET,,DEN,"W, 42-17",,11,100,1,9.1,2,2,8,4.0,1,100.0,4.0,0,0,0,0,0,0,32,48.5,0,0.0,0,0.0
14,13.0,13.0,15.0,16.0,2023-12-24,DET,@,MIN,"W, 30-24",,15,80,2,5.3,7,4,20,5.0,0,57.1,2.9,1,1,0,0,0,0,46,58.2,0,0.0,0,0.0
15,14.0,14.0,16.0,17.0,2023-12-30,DET,@,DAL,"L, 19-20",,15,43,0,2.9,3,1,0,0.0,0,33.3,0.0,0,0,0,0,0,0,43,62.3,0,0.0,0,0.0
16,15.0,15.0,17.0,18.0,2024-01-07,DET,,MIN,"W, 30-20",,13,30,1,2.3,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,29,50.9,0,0.0,0,0.0
17,,,,,,,,,10-5,,182,945,10,5.2,71,52,316,6.1,1,73.2,4.5,2,1,0,0,0,0,596,56.9,0,0.0,2,0.5
