,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2023-09-10,TEN,@,NOR,"L, 15-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2023-09-17,TEN,,LAC,"W, 27-24 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2023-09-24,TEN,@,CLE,"L, 3-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2023-10-01,TEN,,CIN,"W, 27-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,,5.0,5.0,2023-10-08,TEN,@,IND,"L, 16-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,,,6.0,6.0,2023-10-15,TEN,,BAL,"L, 16-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,1.0,1.0,7.0,8.0,2023-10-29,TEN,,ATL,"W, 28-23",*,19,29,65.5,238,4,0,8.2,10.97,130.5,2,12,7,11,0,1.6,0,0,0,0,0,0,66,97.1,0,0.0,0,0.0
7,2.0,2.0,8.0,9.0,2023-11-02,TEN,@,PIT,"L, 16-20",*,22,39,56.4,262,0,1,6.7,5.56,66.4,4,27,1,2,0,2.0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
8,3.0,3.0,9.0,10.0,2023-11-12,TEN,@,TAM,"L, 6-20",*,19,39,48.7,199,0,1,5.1,3.95,53.3,4,32,0,0,0,,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
9,4.0,4.0,10.0,11.0,2023-11-19,TEN,@,JAX,"L, 14-34",*,13,17,76.5,158,2,0,9.3,11.65,143.7,2,15,4,2,0,0.5,1,1,0,0,-4,0,40,100.0,0,0.0,0,0.0
10,5.0,5.0,11.0,12.0,2023-11-26,TEN,,CAR,"W, 17-10",*,18,28,64.3,185,0,0,6.6,6.61,83.2,1,1,3,-3,0,-1.0,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
11,6.0,6.0,12.0,13.0,2023-12-03,TEN,,IND,"L, 28-31 (OT)",*,16,33,48.5,224,1,0,6.8,7.39,80.9,6,20,2,5,0,2.5,3,1,0,2,0,0,85,100.0,0,0.0,0,0.0
12,7.0,7.0,13.0,14.0,2023-12-11,TEN,@,MIA,"W, 28-27",*,23,38,60.5,327,1,1,8.6,7.95,86.2,1,7,4,15,0,3.8,1,1,0,0,-11,0,71,100.0,0,0.0,0,0.0
13,8.0,8.0,14.0,15.0,2023-12-17,TEN,,HOU,"L, 16-19 (OT)",*,17,26,65.4,199,0,1,7.7,5.92,72.4,7,61,4,25,1,6.3,1,0,0,0,0,0,63,100.0,0,0.0,0,0.0
14,8.0,,15.0,16.0,2023-12-24,TEN,,SEA,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,9.0,9.0,16.0,17.0,2023-12-31,TEN,@,HOU,"L, 3-26",*,2,6,33.3,16,0,0,2.7,2.67,42.4,1,10,0,0,0,,1,1,0,0,0,0,13,23.6,0,0.0,0,0.0
16,9.0,,17.0,18.0,2024-01-07,TEN,,JAX,"W, 28-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,3-6,,149,255,58.4,1808,8,4,7.1,7.01,84.2,28,185,25,57,1,2.3,7,4,0,2,-15,0,528,92.3,0,0.0,0,0.0
