,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,22,IND,NFL,WR,17,9,98,68,771,11.3,2,30,50.0,59,4.0,45.4,69.4,7.9,0,0,0,0,,,,0.0,0.0,68,11.3,771,2,0,7,
1,2024,23,IND,NFL,WR,14,8,107,72,803,11.2,5,40,53.3,69,5.1,57.4,67.3,7.5,1,12,0,0,0.0,13.0,12.0,0.9,0.1,73,11.2,815,5,0,7,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,31,17,205,140,1574,11.2,7,70,51.7,69,4.5,50.8,68.3,7.7,1,12,0,0,0.0,13.0,12.0,0.4,0.0,141,11.2,1586,7,0,14,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,9,112,77,863,11.2,4,38,51.7,69,4.5,50.8,68.3,7.7,1,7,0,0,0.0,13.0,12.0,0.4,0.0,77,6.2,870,4,0,8,
