,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2022-09-11,ARI,,KAN,"L, 21-44",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,1.0,2.0,2.0,2022-09-18,ARI,@,LVR,"W, 29-23 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0,0.0,10,47.6
2,2.0,2.0,3.0,3.0,2022-09-25,ARI,,LAR,"L, 12-20",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,0,0.0,15,60.0
3,3.0,3.0,4.0,4.0,2022-10-02,ARI,@,CAR,"W, 26-16",*,3,3,24,8.0,0,100.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,42.1,0,0.0,17,73.9
4,4.0,4.0,5.0,5.0,2022-10-09,ARI,,PHI,"L, 17-20",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,24.6,0,0.0,12,48.0
5,5.0,5.0,6.0,6.0,2022-10-16,ARI,@,SEA,"L, 9-19",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,28.2,0,0.0,10,38.5
6,6.0,6.0,7.0,7.0,2022-10-20,ARI,,NOR,"W, 42-34",*,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,34,51.5,0,0.0,24,75.0
7,7.0,7.0,8.0,8.0,2022-10-30,ARI,@,MIN,"L, 26-34",,0,0,0,,0,,,0.0,3,2,1,0,0,0,0,0,0,0,0,0,20,25.6,0,0.0,19,63.3
8,8.0,8.0,9.0,9.0,2022-11-06,ARI,,SEA,"L, 21-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,20.6,0,0.0,19,70.4
9,9.0,9.0,10.0,10.0,2022-11-13,ARI,@,LAR,"W, 27-17",*,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,62,91.2,0,0.0,9,32.1
10,10.0,10.0,11.0,11.0,2022-11-21,ARI,,SFO,"L, 10-38",*,4,4,14,3.5,0,100.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,76.1,0,0.0,6,23.1
11,11.0,11.0,12.0,12.0,2022-11-27,ARI,,LAC,"L, 24-25",*,3,1,1,1.0,0,33.3,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,78.8,0,0.0,5,18.5
12,12.0,12.0,13.0,14.0,2022-12-12,ARI,,NWE,"L, 13-27",*,6,3,28,9.3,0,50.0,4.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,55,73.3,0,0.0,4,15.4
13,13.0,13.0,14.0,15.0,2022-12-18,ARI,@,DEN,"L, 15-24",*,5,4,55,13.8,0,80.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,86.2,0,0.0,3,10.7
14,14.0,14.0,15.0,16.0,2022-12-25,ARI,,TAM,"L, 16-19 (OT)",*,4,3,17,5.7,0,75.0,4.3,0.0,2,2,0,0,0,0,0,0,0,0,0,0,64,84.2,0,0.0,4,12.1
15,15.0,15.0,16.0,17.0,2023-01-01,ARI,@,ATL,"L, 19-20",*,10,7,78,11.1,1,70.0,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,95.9,0,0.0,8,32.0
16,16.0,16.0,17.0,18.0,2023-01-08,ARI,@,SFO,"L, 13-38",*,3,3,41,13.7,0,100.0,13.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,82.7,0,0.0,2,7.7
17,,,,,,,,,4-12,,39,29,265,9.1,1,74.4,6.8,0.0,7,6,1,0,0,0,1,0,0,1,0,0,599,52.5,0,0.0,167,39.0
