,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2023-09-10,ARI,@,WAS,"L, 16-20",,2,2,23,11.5,0,100.0,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,37.1,0,0.0,5,17.9
1,2.0,18.0,2.0,2.0,2023-09-17,ARI,,NYG,"L, 28-31",*,3,2,32,16.0,0,66.7,10.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,50.8,0,0.0,5,17.9
2,3.0,19.0,3.0,3.0,2023-09-24,ARI,,DAL,"W, 28-16",*,1,1,2,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,49.2,0,0.0,8,32.0
3,4.0,20.0,4.0,4.0,2023-10-01,ARI,@,SFO,"L, 16-35",,1,1,5,5.0,0,100.0,5.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,19,26.8,0,0.0,6,27.3
4,5.0,21.0,5.0,5.0,2023-10-08,ARI,,CIN,"L, 20-34",,3,2,17,8.5,0,66.7,5.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,33.3,0,0.0,7,25.9
5,6.0,22.0,6.0,6.0,2023-10-15,ARI,@,LAR,"L, 9-26",,5,4,62,15.5,0,80.0,12.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,57.9,0,0.0,6,22.2
6,7.0,23.0,7.0,7.0,2023-10-22,ARI,@,SEA,"L, 10-20",,6,3,29,9.7,0,50.0,4.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,53.0,0,0.0,9,37.5
7,8.0,24.0,8.0,8.0,2023-10-29,ARI,,BAL,"L, 24-31",*,14,10,95,9.5,1,71.4,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,81.8,0,0.0,2,7.1
8,9.0,25.0,9.0,9.0,2023-11-05,ARI,@,CLE,"L, 0-27",*,5,3,22,7.3,0,60.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,69.2,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2023-11-12,ARI,,ATL,"W, 25-23",*,9,8,131,16.4,0,88.9,14.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,76.9,0,0.0,5,19.2
10,11.0,27.0,11.0,11.0,2023-11-19,ARI,@,HOU,"L, 16-21",*,7,5,43,8.6,0,71.4,6.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,100.0,0,0.0,2,11.1
11,12.0,28.0,12.0,12.0,2023-11-26,ARI,,LAR,"L, 14-37",*,9,7,60,8.6,0,77.8,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,85.9,0,0.0,3,10.7
12,13.0,29.0,13.0,13.0,2023-12-03,ARI,@,PIT,"W, 24-10",*,9,8,89,11.1,1,88.9,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,95.6,0,0.0,5,20.8
13,14.0,30.0,14.0,15.0,2023-12-17,ARI,,SFO,"L, 29-45",*,11,10,102,10.2,0,90.9,9.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,53,71.6,0,0.0,5,16.1
14,15.0,31.0,15.0,16.0,2023-12-24,ARI,@,CHI,"L, 16-27",*,8,6,31,5.2,0,75.0,3.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,96.7,0,0.0,2,6.9
15,16.0,32.0,16.0,17.0,2023-12-31,ARI,@,PHI,"W, 35-31",*,7,6,48,8.0,0,85.7,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,88.2,0,0.0,5,20.0
16,17.0,33.0,17.0,18.0,2024-01-07,ARI,,SEA,"L, 20-21",*,6,3,34,11.3,1,50.0,5.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,97.1,0,0.0,6,23.1
17,,,,,,,,,4-13,,106,81,825,10.2,3,76.4,7.8,0.0,1,1,0,0,0,0,1,0,0,0,0,0,786,69.4,0,0.0,81,18.2
