,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,ARI,NFL,TE,16,13,39,29,265,9.1,1,12,46.2,29,1.8,16.6,74.4,6.8,0,0,0,0,,,,0.0,0.0,29,9.1,265,1,1,2.0,
1,2023,24,ARI,NFL,TE,17,12,106,81,825,10.2,3,42,57.5,38,4.8,48.5,76.4,7.8,0,0,0,0,,,,0.0,0.0,81,10.2,825,3,1,8.0,
2,2024,25,ARI,NFL,TE,16,16,147,111,1146,10.3,2,63,63.3,37,6.9,71.6,75.5,7.8,1,2,1,1,100.0,2.0,2.0,0.1,0.1,112,10.3,1148,3,0,11.0,PB
3,2025,26,ARI,NFL,TE,4,4,35,24,234,9.8,1,14,62.9,31,6.0,58.5,68.6,6.7,0,0,0,0,,,,0.0,0.0,24,9.8,234,1,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,53,45,327,245,2470,10.1,7,131,59.3,38,4.6,46.6,74.9,7.6,1,2,1,1,100.0,2.0,2.0,0.0,0.0,246,10.0,2472,8,2,21.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,105,79,792,10.1,2,42,59.3,38,4.6,46.6,74.9,7.6,0,1,0,0,100.0,2.0,2.0,0.0,0.0,79,10.0,793,3,1,,
