,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,12.0,1.0,1.0,2024-09-08,MIA,,JAX,"W, 20-17",,10,24,1,2.4,7,7,76,10.9,0,100.0,10.9,0,0,0,,0,0,0,0,0,0,37,52.1,0,0.0,3,12.0
1,2.0,13.0,2.0,2.0,2024-09-12,MIA,,BUF,"L, 10-31",*,22,96,0,4.4,7,7,69,9.9,1,100.0,9.9,0,0,0,,0,0,0,0,0,0,47,61.8,0,0.0,0,0.0
2,3.0,14.0,3.0,3.0,2024-09-22,MIA,@,SEA,"L, 3-24",*,11,30,0,2.7,5,3,28,9.3,0,60.0,5.6,1,32,0,32.0,0,0,0,0,0,0,45,73.8,0,0.0,3,11.1
3,4.0,15.0,4.0,4.0,2024-09-30,MIA,,TEN,"L, 12-31",*,10,15,0,1.5,3,3,14,4.7,0,100.0,4.7,0,0,0,,0,0,0,0,0,0,44,73.3,0,0.0,0,0.0
4,5.0,16.0,5.0,5.0,2024-10-06,MIA,@,NWE,"W, 15-10",*,3,18,0,6.0,1,1,-1,-1.0,0,100.0,-1.0,0,0,0,,0,0,0,0,0,0,11,14.1,0,0.0,0,0.0
5,6.0,17.0,6.0,7.0,2024-10-20,MIA,@,IND,"L, 10-16",*,15,77,0,5.1,3,2,8,4.0,0,66.7,2.7,0,0,0,,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0
6,7.0,18.0,7.0,8.0,2024-10-27,MIA,,ARI,"L, 27-28",*,10,97,0,9.7,8,6,50,8.3,1,75.0,6.3,0,0,0,,0,0,0,0,0,0,38,58.5,0,0.0,0,0.0
7,8.0,19.0,8.0,9.0,2024-11-03,MIA,@,BUF,"L, 27-30",*,12,63,1,5.3,8,8,58,7.3,1,100.0,7.3,0,0,0,,0,0,0,0,0,0,42,68.9,0,0.0,0,0.0
8,9.0,20.0,9.0,10.0,2024-11-11,MIA,@,LAR,"W, 23-15",*,12,37,0,3.1,5,5,15,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,37,69.8,0,0.0,0,0.0
9,10.0,21.0,10.0,11.0,2024-11-17,MIA,,LVR,"W, 34-19",*,17,73,1,4.3,4,4,32,8.0,0,100.0,8.0,0,0,0,,0,0,0,0,0,0,42,61.8,0,0.0,0,0.0
10,11.0,22.0,11.0,12.0,2024-11-24,MIA,,NWE,"W, 34-15",*,10,32,0,3.2,4,3,24,8.0,2,75.0,6.0,0,0,0,,0,0,0,0,0,0,36,52.9,0,0.0,0,0.0
11,12.0,23.0,12.0,13.0,2024-11-28,MIA,@,GNB,"L, 17-30",*,7,14,0,2.0,9,8,56,7.0,1,88.9,6.2,0,0,0,,0,0,0,0,0,0,49,69.0,0,0.0,0,0.0
12,13.0,24.0,13.0,14.0,2024-12-08,MIA,,NYJ,"W, 32-26 (OT)",*,14,24,1,1.7,7,6,45,7.5,0,85.7,6.4,0,0,0,,0,0,0,0,0,0,60,83.3,0,0.0,0,0.0
13,14.0,25.0,14.0,15.0,2024-12-15,MIA,@,HOU,"L, 12-20",*,12,41,0,3.4,7,7,35,5.0,0,100.0,5.0,0,0,0,,1,0,0,0,0,0,45,66.2,0,0.0,0,0.0
14,15.0,26.0,15.0,16.0,2024-12-22,MIA,,SFO,"W, 29-17",*,17,120,1,7.1,7,6,70,11.7,0,85.7,10.0,0,0,0,,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0
15,16.0,27.0,16.0,17.0,2024-12-29,MIA,@,CLE,"W, 20-3",*,10,25,0,2.5,2,2,13,6.5,0,100.0,6.5,0,0,0,,0,0,0,0,0,0,32,53.3,0,0.0,0,0.0
16,17.0,28.0,17.0,18.0,2025-01-05,MIA,@,NYJ,"L, 20-32",*,11,121,1,11.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,49,70.0,0,0.0,0,0.0
17,,,,,,,,,8-9,,203,907,6,4.5,87,78,592,7.6,6,89.7,6.8,1,32,0,32.0,1,0,0,0,0,0,704,61.9,0,0.0,6,1.4
