,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2018-09-09,CAR,,DAL,"W, 16-8",*,10,50,0,5.0,9,6,45,7.5,0,66.7,5.0,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,57,85.1,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2018-09-16,CAR,@,ATL,"L, 24-31",*,8,37,0,4.6,15,14,102,7.3,0,93.3,6.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,94.0,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2018-09-23,CAR,,CIN,"W, 31-21",*,28,184,0,6.6,2,2,10,5.0,0,100.0,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
3,4.0,20.0,4.0,5.0,2018-10-07,CAR,,NYG,"W, 33-31",*,17,58,0,3.4,6,5,35,7.0,1,83.3,5.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,69,97.2,0,0.0,0,0.0
4,5.0,21.0,5.0,6.0,2018-10-14,CAR,@,WAS,"L, 17-23",*,8,20,0,2.5,8,7,46,6.6,0,87.5,5.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
5,6.0,22.0,6.0,7.0,2018-10-21,CAR,@,PHI,"W, 21-17",*,7,29,0,4.1,6,6,51,8.5,0,100.0,8.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
6,7.0,23.0,7.0,8.0,2018-10-28,CAR,,BAL,"W, 36-21",*,14,45,1,3.2,6,4,11,2.8,1,66.7,1.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,98.5,0,0.0,0,0.0
7,8.0,24.0,8.0,9.0,2018-11-04,CAR,,TAM,"W, 42-28",*,17,79,2,4.6,6,5,78,15.6,0,83.3,13.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,98.4,0,0.0,0,0.0
8,9.0,25.0,9.0,10.0,2018-11-08,CAR,@,PIT,"L, 21-52",*,14,77,1,5.5,5,5,61,12.2,2,100.0,12.2,0,0,,0,0,0,,,,0,0,0,0,0,1,0,0,54,94.7,0,0.0,0,0.0
9,10.0,26.0,10.0,11.0,2018-11-18,CAR,@,DET,"L, 19-20",*,13,53,0,4.1,8,6,57,9.5,0,75.0,7.1,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
10,11.0,27.0,11.0,12.0,2018-11-25,CAR,,SEA,"L, 27-30",*,17,125,1,7.4,11,11,112,10.2,1,100.0,10.2,0,0,,0,0,0,,,,0,0,3,0,0,0,0,0,59,100.0,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2018-12-02,CAR,@,TAM,"L, 17-24",*,10,106,0,10.6,10,9,55,6.1,1,90.0,5.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,70,100.0,0,0.0,1,4.2
12,13.0,29.0,13.0,14.0,2018-12-09,CAR,@,CLE,"L, 20-26",*,16,63,2,3.9,7,6,38,6.3,0,85.7,5.4,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2018-12-17,CAR,,NOR,"L, 9-12",*,15,53,0,3.5,11,8,67,8.4,0,72.7,6.1,1,1,100.0,50,1,0,50.0,70.0,158.3,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2018-12-23,CAR,,ATL,"L, 10-24",*,21,101,0,4.8,13,12,77,6.4,0,92.3,5.9,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,83,90.2,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2018-12-30,CAR,@,NOR,"W, 33-14",*,4,18,0,4.5,1,1,22,22.0,0,100.0,22.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,10,13.9,0,0.0,0,0.0
16,,,,,,,,,7-9,,219,1098,7,5.0,124,107,867,8.1,6,86.3,7.0,1,1,100.0,50,1,0,50.0,70.0,158.3,0,0,4,1,0,1,0,0,966,91.3,0,0.0,1,0.2
