,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2019-09-08,CAR,,LAR,"L, 27-30",*,19,128,2,6.7,11,10,81,8.1,0,90.9,7.4,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2019-09-12,CAR,,TAM,"L, 14-20",*,16,37,0,2.3,6,2,16,8.0,0,33.3,2.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2019-09-22,CAR,@,ARI,"W, 38-20",*,24,153,1,6.4,4,3,35,11.7,0,75.0,8.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
3,4.0,36.0,4.0,4.0,2019-09-29,CAR,@,HOU,"W, 16-10",*,27,93,1,3.4,10,10,86,8.6,0,100.0,8.6,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
4,5.0,37.0,5.0,5.0,2019-10-06,CAR,,JAX,"W, 34-27",*,19,176,2,9.3,8,6,61,10.2,1,75.0,7.6,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,54,85.7,0,0.0,0,0.0
5,6.0,38.0,6.0,6.0,2019-10-13,CAR,@,TAM,"W, 37-26",*,22,31,1,1.4,5,4,26,6.5,1,80.0,5.2,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,97.0,0,0.0,0,0.0
6,7.0,39.0,7.0,8.0,2019-10-27,CAR,@,SFO,"L, 13-51",*,14,117,1,8.4,5,4,38,9.5,0,80.0,7.6,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,77.9,0,0.0,0,0.0
7,8.0,40.0,8.0,9.0,2019-11-03,CAR,,TEN,"W, 30-20",*,24,146,2,6.1,3,3,20,6.7,1,100.0,6.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,85.9,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2019-11-10,CAR,@,GNB,"L, 16-24",*,20,108,1,5.4,7,6,33,5.5,0,85.7,4.7,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,72,100.0,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2019-11-17,CAR,,ATL,"L, 3-29",*,14,70,0,5.0,15,11,121,11.0,0,73.3,8.1,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,69,93.2,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2019-11-24,CAR,@,NOR,"L, 31-34",*,22,64,1,2.9,9,9,69,7.7,1,100.0,7.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2019-12-01,CAR,,WAS,"L, 21-29",*,14,44,0,3.1,12,7,58,8.3,0,58.3,4.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,72,98.6,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2019-12-08,CAR,@,ATL,"L, 20-40",*,11,53,0,4.8,12,11,82,7.5,0,91.7,6.8,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2019-12-15,CAR,,SEA,"L, 24-30",*,19,87,2,4.6,10,8,88,11.0,0,80.0,8.8,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
14,15.0,47.0,15.0,16.0,2019-12-22,CAR,@,IND,"L, 6-38",*,13,54,0,4.2,15,15,119,7.9,0,100.0,7.9,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,90.0,0,0.0,0,0.0
15,16.0,48.0,16.0,17.0,2019-12-29,CAR,,NOR,"L, 10-42",*,9,26,1,2.9,10,7,72,10.3,0,70.0,7.2,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,51,71.8,0,0.0,0,0.0
16,,,,,,,,,5-11,,287,1387,15,4.8,142,116,1005,8.7,4,81.7,7.1,0,2,0.0,0,0,0,0.0,0.0,39.6,0,0,1,0,0,0,0,0,1039,93.4,0,0.0,0,0.0
