,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards
0,2020,22,MIA,NFL,QB,10,9,6-3-0,186,290,64.1,1814,11,3.8,5,1.7,100,47.7,35,6.3,6.24,9.8,181.4,87.1,44.8,20,136,6.45,5.41,5.4,2,2,5,
1,2021,23,MIA,NFL,QB,13,12,7-5-0,263,388,67.8,2653,16,4.1,10,2.6,137,50.2,65,6.8,6.5,10.1,204.1,90.1,55.7,20,152,4.9,6.13,5.81,0,2,7,
2,2022,24,MIA,NFL,QB,13,13,8-5-0,259,400,64.8,3548,25,6.3,8,2.0,162,49.9,84,8.9,9.22,13.7,272.9,105.5,70.6,21,163,4.99,8.04,8.37,2,2,12,AP MVP-9
3,2023,25,MIA,NFL,QB,17,17,11-6-0,388,560,69.3,4624,29,5.2,14,2.5,222,50.8,78,8.3,8.17,11.9,272.0,101.1,60.8,29,171,4.92,7.56,7.48,2,2,16,"PB,AP CPoY-5"
4,2024,26,MIA,NFL,QB,11,11,6-5-0,291,399,72.9,2867,19,4.8,7,1.8,161,51.9,80,7.2,7.35,9.9,260.6,101.4,60.3,21,154,5.0,6.46,6.61,2,2,9,
5,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,64,62,38-24-0,1387,2037,68.1,15506,100,4.9,44,2.2,782,50.3,84,7.6,7.62,11.2,242.3,97.9,,111,776,5.17,6.86,6.87,8,10,49,
6,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,16,38-24-0,368,541,68.1,4119,27,4.9,12,2.2,208,50.3,84,7.6,7.62,11.2,242.3,97.9,,29,206,5.17,6.86,6.87,2,3,13,
