,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,54.0,1.0,1.0,2020-09-14,NYG,,PIT,"L, 16-26",*,6,6,47,7.8,0,100.0,7.8,0,0,0,,53,77.9,0,0.0,0,0.0
1,2.0,55.0,2.0,2.0,2020-09-20,NYG,@,CHI,"L, 13-17",*,4,2,29,14.5,0,50.0,7.3,1,6,0,6.0,15,23.1,0,0.0,0,0.0
2,2.0,,3.0,3.0,2020-09-27,NYG,,SFO,"L, 9-36",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
3,2.0,,4.0,4.0,2020-10-04,NYG,@,LAR,"L, 9-17",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
4,2.0,,5.0,5.0,2020-10-11,NYG,@,DAL,"L, 34-37",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
5,2.0,,6.0,6.0,2020-10-18,NYG,,WAS,"W, 20-19",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
6,3.0,56.0,7.0,7.0,2020-10-22,NYG,@,PHI,"L, 21-22",*,8,6,59,9.8,1,75.0,7.4,0,0,0,,46,76.7,0,0.0,0,0.0
7,4.0,57.0,8.0,8.0,2020-11-02,NYG,,TAM,"L, 23-25",*,10,8,74,9.3,0,80.0,7.4,0,0,0,,52,70.3,0,0.0,0,0.0
8,5.0,58.0,9.0,9.0,2020-11-08,NYG,@,WAS,"W, 23-20",*,8,6,39,6.5,0,75.0,4.9,1,18,0,18.0,60,77.9,0,0.0,0,0.0
9,6.0,59.0,10.0,10.0,2020-11-15,NYG,,PHI,"W, 27-17",*,6,6,47,7.8,0,100.0,7.8,0,0,0,,58,81.7,0,0.0,0,0.0
10,7.0,60.0,11.0,12.0,2020-11-29,NYG,@,CIN,"W, 19-17",*,8,7,64,9.1,0,87.5,8.0,1,4,0,4.0,63,77.8,0,0.0,1,3.4
11,8.0,61.0,12.0,13.0,2020-12-06,NYG,@,SEA,"W, 17-12",*,6,1,22,22.0,0,16.7,3.7,0,0,0,,27,48.2,0,0.0,0,0.0
12,9.0,62.0,13.0,14.0,2020-12-13,NYG,,ARI,"L, 7-26",*,5,3,35,11.7,0,60.0,7.0,0,0,0,,39,79.6,0,0.0,0,0.0
13,10.0,63.0,14.0,15.0,2020-12-20,NYG,,CLE,"L, 6-20",*,7,4,51,12.8,0,57.1,7.3,1,-3,0,-3.0,38,70.4,0,0.0,0,0.0
14,11.0,64.0,15.0,16.0,2020-12-27,NYG,@,BAL,"L, 13-27",*,12,9,77,8.6,1,75.0,6.4,0,0,0,,61,95.3,0,0.0,0,0.0
15,12.0,65.0,16.0,17.0,2021-01-03,NYG,,DAL,"W, 23-19",*,10,8,112,14.0,1,80.0,11.2,2,24,1,12.0,49,84.5,0,0.0,0,0.0
16,,,,,,,,,5-7,,90,66,656,9.9,3,73.3,7.3,6,49,1,8.2,561,72.2,0,0.0,1,0.3
