,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-08,TAM,,WAS,"W, 37-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2024-09-15,TAM,@,DET,"W, 20-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,91.0,3.0,3.0,2024-09-22,TAM,,DEN,"L, 7-26",,0,0,0,,0,,,0,0,0,,4,7.0,0,0.0,0,0.0
3,2.0,92.0,4.0,4.0,2024-09-29,TAM,,PHI,"W, 33-16",,5,3,51,17.0,0,60.0,10.2,0,0,0,,50,64.9,0,0.0,0,0.0
4,3.0,93.0,5.0,5.0,2024-10-03,TAM,@,ATL,"L, 30-36 (OT)",,2,1,4,4.0,1,50.0,2.0,0,0,0,,36,67.9,0,0.0,0,0.0
5,4.0,94.0,6.0,6.0,2024-10-13,TAM,@,NOR,"W, 51-27",*,4,3,23,7.7,0,75.0,5.8,4,31,0,7.8,58,75.3,0,0.0,0,0.0
6,5.0,95.0,7.0,7.0,2024-10-21,TAM,,BAL,"L, 31-41",,1,1,15,15.0,0,100.0,15.0,0,0,0,,37,45.1,0,0.0,0,0.0
7,6.0,96.0,8.0,8.0,2024-10-27,TAM,,ATL,"L, 26-31",,5,3,18,6.0,0,60.0,3.6,0,0,0,,45,61.6,0,0.0,0,0.0
8,7.0,97.0,9.0,9.0,2024-11-04,TAM,@,KAN,"L, 24-30 (OT)",,5,4,48,12.0,0,80.0,9.6,2,21,0,10.5,33,60.0,0,0.0,0,0.0
9,8.0,98.0,10.0,10.0,2024-11-10,TAM,,SFO,"L, 20-23",*,3,1,7,7.0,0,33.3,2.3,1,3,0,3.0,44,72.1,0,0.0,0,0.0
10,9.0,99.0,11.0,12.0,2024-11-24,TAM,@,NYG,"W, 30-7",,7,5,16,3.2,0,71.4,2.3,0,0,0,,35,53.8,0,0.0,0,0.0
11,10.0,100.0,12.0,13.0,2024-12-01,TAM,@,CAR,"W, 26-23 (OT)",,7,4,42,10.5,0,57.1,6.0,0,0,0,,35,43.8,0,0.0,0,0.0
12,11.0,101.0,13.0,14.0,2024-12-08,TAM,,LVR,"W, 28-13",*,6,4,63,15.8,0,66.7,10.5,0,0,0,,30,48.4,0,0.0,0,0.0
13,12.0,102.0,14.0,15.0,2024-12-15,TAM,@,LAC,"W, 40-17",*,1,1,16,16.0,0,100.0,16.0,0,0,0,,36,50.0,0,0.0,0,0.0
14,13.0,103.0,15.0,16.0,2024-12-22,TAM,@,DAL,"L, 24-26",,3,1,20,20.0,0,33.3,6.7,1,14,0,14.0,24,33.3,0,0.0,0,0.0
15,13.0,,16.0,17.0,2024-12-29,TAM,,CAR,"W, 48-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,14.0,104.0,17.0,18.0,2025-01-05,TAM,,NOR,"W, 27-19",*,2,1,11,11.0,0,50.0,5.5,0,0,0,,42,62.7,0,0.0,0,0.0
17,,,,,,,,,7-7,,51,32,334,10.4,1,62.7,6.5,8,69,0,8.6,509,53.4,0,0.0,0,0.0
