,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2017-09-10,NYG,@,DAL,"L, 3-19",*,8,7,44,6.3,0,87.5,5.5,1,6,0,6.0,1,0,0,1,0,0,57,100.0,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2017-09-18,NYG,,DET,"L, 10-24",*,4,2,23,11.5,0,50.0,5.8,2,7,0,3.5,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2017-09-24,NYG,@,PHI,"L, 24-27",*,10,7,133,19.0,1,70.0,13.3,0,0,0,,0,0,0,0,0,0,69,98.6,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2017-10-01,NYG,@,TAM,"L, 23-25",,5,5,54,10.8,0,100.0,10.8,0,0,0,,0,0,0,0,0,0,67,83.8,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2017-10-08,NYG,,LAC,"L, 22-27",*,2,1,9,9.0,0,50.0,4.5,0,0,0,,0,0,0,0,0,0,23,33.3,0,0.0,0,0.0
5,5.0,,6.0,6.0,2017-10-15,NYG,@,DEN,"W, 23-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,,7.0,7.0,2017-10-22,NYG,,SEA,"L, 7-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,6.0,22.0,8.0,9.0,2017-11-05,NYG,,LAR,"L, 17-51",*,9,5,70,14.0,0,55.6,7.8,0,0,0,,0,0,0,0,0,0,63,92.6,0,0.0,0,0.0
8,7.0,23.0,9.0,10.0,2017-11-12,NYG,@,SFO,"L, 21-31",*,13,11,142,12.9,0,84.6,10.9,0,0,0,,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
9,7.0,,10.0,11.0,2017-11-19,NYG,,KAN,"W, 12-9 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,7.0,,11.0,12.0,2017-11-23,NYG,@,WAS,"L, 10-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,8.0,24.0,12.0,13.0,2017-12-03,NYG,@,OAK,"L, 17-24",*,6,3,56,18.7,0,50.0,9.3,0,0,0,,0,0,0,0,0,0,61,98.4,0,0.0,0,0.0
12,9.0,25.0,13.0,14.0,2017-12-10,NYG,,DAL,"L, 10-30",*,3,2,16,8.0,0,66.7,5.3,1,-9,0,-9.0,0,0,0,0,0,0,77,96.3,0,0.0,0,0.0
13,10.0,26.0,14.0,15.0,2017-12-17,NYG,,PHI,"L, 29-34",*,16,11,139,12.6,1,68.8,8.7,0,0,0,,0,0,0,0,0,0,84,96.6,0,0.0,0,0.0
14,11.0,27.0,15.0,16.0,2017-12-24,NYG,@,ARI,"L, 0-23",*,8,5,45,9.0,0,62.5,5.6,0,0,0,,0,0,0,0,0,0,64,90.1,0,0.0,0,0.0
15,11.0,,16.0,17.0,2017-12-31,NYG,,WAS,"W, 18-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,0-11,,84,59,731,12.4,2,70.2,8.7,4,4,0,1.0,1,0,0,1,0,0,687,89.7,0,0.0,0,0.0
