,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2016-09-11,NYG,@,DAL,"W, 20-19",*,4,3,43,14.3,1,75.0,10.8,0,0,0,,53,94.6,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2016-09-18,NYG,,NOR,"W, 16-13",*,8,8,117,14.6,0,100.0,14.6,0,0,0,,75,94.9,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2016-09-25,NYG,,WAS,"L, 27-29",*,7,5,73,14.6,1,71.4,10.4,0,0,0,,66,98.5,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2016-10-03,NYG,@,MIN,"L, 10-24",*,7,4,30,7.5,0,57.1,4.3,0,0,0,,62,93.9,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2016-10-09,NYG,@,GNB,"L, 16-23",*,7,2,14,7.0,0,28.6,2.0,0,0,0,,56,100.0,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2016-10-16,NYG,,BAL,"W, 27-23",*,8,4,25,6.3,0,50.0,3.1,0,0,0,,64,95.5,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2016-10-23,NYG,@,LAR,"W, 17-10",*,7,5,32,6.4,0,71.4,4.6,0,0,0,,54,94.7,0,0.0,1,3.7
7,8.0,8.0,8.0,9.0,2016-11-06,NYG,,PHI,"W, 28-23",*,6,3,50,16.7,1,50.0,8.3,0,0,0,,59,92.2,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2016-11-14,NYG,,CIN,"W, 21-20",*,7,5,42,8.4,1,71.4,6.0,0,0,0,,71,94.7,0,0.0,1,3.4
9,10.0,10.0,10.0,11.0,2016-11-20,NYG,,CHI,"W, 22-16",*,11,5,50,10.0,1,45.5,4.5,0,0,0,,63,94.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2016-11-27,NYG,@,CLE,"W, 27-13",*,0,0,0,,0,,,1,22,0,22.0,51,91.1,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2016-12-04,NYG,@,PIT,"L, 14-24",*,8,4,21,5.3,1,50.0,2.6,0,0,0,,60,100.0,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2016-12-11,NYG,,DAL,"W, 10-7",*,4,3,39,13.0,0,75.0,9.8,0,0,0,,61,91.0,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2016-12-18,NYG,,DET,"W, 17-6",*,5,4,56,14.0,1,80.0,11.2,0,0,0,,61,95.3,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2016-12-22,NYG,@,PHI,"L, 19-24",*,11,7,61,8.7,1,63.6,5.5,1,2,0,2.0,88,98.9,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2017-01-01,NYG,@,WAS,"W, 19-10",*,5,3,30,10.0,0,60.0,6.0,1,7,0,7.0,62,86.1,0,0.0,0,0.0
16,,,,,,,,,11-5,,105,65,683,10.5,8,61.9,6.5,3,31,0,10.3,1006,94.7,0,0.0,2,0.4
