,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2017-09-10,LAR,,IND,"W, 46-9",*,19,40,1,2.1,6,5,56,11.2,0,83.3,9.3,1,0,0,0,0,0,48,73.8,0,0.0,0,0.0
1,2.0,31.0,2.0,2.0,2017-09-17,LAR,,WAS,"L, 20-27",*,16,88,1,5.5,4,3,48,16.0,1,75.0,12.0,2,1,0,1,0,0,44,88.0,0,0.0,0,0.0
2,3.0,32.0,3.0,3.0,2017-09-21,LAR,@,SFO,"W, 41-39",*,28,113,2,4.0,7,5,36,7.2,1,71.4,5.1,1,0,0,0,0,0,61,93.8,0,0.0,0,0.0
3,4.0,33.0,4.0,4.0,2017-10-01,LAR,@,DAL,"W, 35-30",*,23,121,0,5.3,8,7,94,13.4,1,87.5,11.8,0,0,0,0,0,0,55,79.7,0,0.0,0,0.0
4,5.0,34.0,5.0,5.0,2017-10-08,LAR,,SEA,"L, 10-16",*,14,43,0,3.1,4,2,7,3.5,0,50.0,1.8,1,1,0,0,0,0,56,75.7,0,0.0,0,0.0
5,6.0,35.0,6.0,6.0,2017-10-15,LAR,@,JAX,"W, 27-17",*,23,116,0,5.0,1,1,4,4.0,0,100.0,4.0,0,0,0,0,0,0,48,82.8,0,0.0,0,0.0
6,7.0,36.0,7.0,7.0,2017-10-22,LAR,,ARI,"W, 33-0",*,22,106,1,4.8,8,4,48,12.0,0,50.0,6.0,0,0,0,0,0,0,55,68.8,0,0.0,0,0.0
7,8.0,37.0,8.0,9.0,2017-11-05,LAR,@,NYG,"W, 51-17",*,16,59,2,3.7,3,2,45,22.5,0,66.7,15.0,0,0,0,0,0,0,40,62.5,0,0.0,0,0.0
8,9.0,38.0,9.0,10.0,2017-11-12,LAR,,HOU,"W, 33-7",*,11,68,0,6.2,7,6,68,11.3,0,85.7,9.7,0,0,0,0,0,0,53,80.3,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2017-11-19,LAR,@,MIN,"L, 7-24",*,15,37,1,2.5,4,3,19,6.3,0,75.0,4.8,0,0,0,0,0,0,54,91.5,0,0.0,0,0.0
10,11.0,40.0,11.0,12.0,2017-11-26,LAR,,NOR,"W, 26-20",*,17,74,0,4.4,7,4,54,13.5,0,57.1,7.7,0,0,0,0,0,0,69,89.6,0,0.0,0,0.0
11,12.0,41.0,12.0,13.0,2017-12-03,LAR,@,ARI,"W, 32-16",*,19,74,0,3.9,7,6,84,14.0,0,85.7,12.0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
12,13.0,42.0,13.0,14.0,2017-12-10,LAR,,PHI,"L, 35-43",*,13,96,2,7.4,5,3,39,13.0,0,60.0,7.8,0,0,0,0,0,0,45,93.8,0,0.0,0,0.0
13,14.0,43.0,14.0,15.0,2017-12-17,LAR,@,SEA,"W, 42-7",*,21,152,3,7.2,3,3,28,9.3,1,100.0,9.3,0,0,0,0,0,0,43,63.2,0,0.0,0,0.0
14,15.0,44.0,15.0,16.0,2017-12-24,LAR,@,TEN,"W, 27-23",*,22,118,0,5.4,13,10,158,15.8,2,76.9,12.2,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0
15,15.0,,16.0,17.0,2017-12-31,LAR,,SFO,"L, 13-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,11-4,,279,1305,13,4.7,87,64,788,12.3,6,73.6,9.1,5,2,0,1,0,0,788,81.4,0,0.0,0,0.0
