,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2017,23,LAR,NFL,RB,1,1,14,101,0,5,57.1,33,7.2,101.0,14.0,10,4,10,2.5,0,0,0.0,4,4.0,10.0,40.0,1.0,18,6.2,111,0,0,
1,2018,24,LAR,NFL,RB,3,3,30,160,2,5,50.0,35,5.3,53.3,10.0,7,4,5,1.3,0,1,14.3,7,1.3,1.7,57.1,0.7,34,4.9,165,2,0,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,4,44,261,2,10,52.3,35,5.9,65.3,11.0,17,8,15,1.9,0,1,5.9,7,2.0,3.8,47.1,0.9,52,5.3,276,2,0,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,187,1109,9,43,52.3,35,5.9,65.3,11.0,72,34,64,1.9,0,4,5.9,7,2.0,3.8,47.1,0.9,221,5.3,1173,9,0,
