,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",,2,2,9,4.5,0,100.0,4.5,0,0,0,,2,55,0,27.5,0,0,0,,0,0,0,0,0,0,17,26.6,0,0.0,5,26.3
1,2.0,2.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",,2,2,113,56.5,1,100.0,56.5,2,10,0,5.0,0,0,0,,1,45,0,45.0,0,0,0,0,0,0,16,24.2,0,0.0,9,30.0
2,3.0,3.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",,5,3,73,24.3,0,60.0,14.6,1,3,0,3.0,2,121,1,60.5,0,0,0,,0,0,0,0,0,0,15,24.2,0,0.0,12,33.3
3,4.0,4.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",*,2,2,47,23.5,0,100.0,23.5,0,0,0,,1,0,0,0.0,1,25,0,25.0,0,0,0,0,0,0,17,35.4,0,0.0,7,26.9
4,5.0,5.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",*,1,1,4,4.0,0,100.0,4.0,0,0,0,,0,0,0,,1,0,0,0.0,1,1,0,0,0,0,20,31.7,0,0.0,11,34.4
5,6.0,6.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",,0,0,0,,0,,,0,0,0,,0,0,0,,2,30,0,15.0,0,0,0,0,0,0,12,23.1,0,0.0,8,38.1
6,7.0,7.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",,1,0,0,,0,0.0,0.0,1,-11,0,-11.0,0,0,0,,1,11,0,11.0,0,0,0,0,0,0,18,30.5,0,0.0,7,28.0
7,8.0,8.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",,1,1,0,0.0,0,100.0,0.0,0,0,0,,1,28,0,28.0,1,31,0,31.0,0,0,0,0,0,0,28,39.4,0,0.0,5,22.7
8,9.0,9.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",*,1,0,0,,0,0.0,0.0,1,-3,0,-3.0,1,31,0,31.0,2,44,0,22.0,0,0,0,0,0,0,52,69.3,0,0.0,7,25.9
9,10.0,10.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",,3,2,12,6.0,0,66.7,4.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,31,56.4,0,0.0,8,29.6
10,11.0,11.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",,3,2,24,12.0,0,66.7,8.0,1,11,0,11.0,0,0,0,,1,2,0,2.0,0,0,0,0,0,0,32,47.8,0,0.0,8,30.8
11,12.0,12.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",*,2,1,5,5.0,0,50.0,2.5,1,8,0,8.0,2,44,0,22.0,1,7,0,7.0,0,0,0,0,0,0,18,30.0,0,0.0,15,46.9
12,13.0,13.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",*,3,2,11,5.5,0,66.7,3.7,0,0,0,,0,0,0,,2,25,0,12.5,0,0,0,0,0,0,25,37.3,0,0.0,7,29.2
13,14.0,14.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",,2,0,0,,0,0.0,0.0,1,11,0,11.0,2,35,0,17.5,0,0,0,,0,0,0,0,0,0,27,42.2,0,0.0,11,37.9
14,15.0,15.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",*,4,3,63,21.0,0,75.0,15.8,0,0,0,,2,28,0,14.0,3,59,0,19.7,1,1,0,0,0,0,30,43.5,0,0.0,14,42.4
15,15.0,,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,16.0,16.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",*,1,1,16,16.0,0,100.0,16.0,1,1,0,1.0,2,55,0,27.5,3,33,0,11.0,0,0,0,0,0,0,26,42.6,0,0.0,10,40.0
17,,,,,,,,,7-9,,33,22,377,17.1,1,66.7,11.4,9,30,0,3.3,15,397,1,26.5,19,312,0,16.4,2,2,0,0,0,0,384,38.3,0,0.0,144,33.2
