,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,JAX,NFL,RB,17,12,220,1125,5,52,50.9,62,5.1,66.2,12.9,45,35,316,9.0,0,16,44.4,30,2.1,18.6,77.8,7.0,255,5.7,1441,5,5,11,
1,2023,24,JAX,NFL,RB,17,17,267,1008,11,53,43.1,62,3.8,59.3,15.7,73,58,476,8.2,1,23,49.3,56,3.4,28.0,79.5,6.5,325,4.6,1484,12,0,9,AP OPoY-8
2,2024,25,JAX,NFL,RB,15,15,150,558,2,31,45.3,22,3.7,37.2,10.0,52,39,254,6.5,0,13,38.5,26,2.6,16.9,75.0,4.9,189,4.3,812,2,1,5,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,49,44,637,2691,18,136,46.3,62,4.2,54.9,13.0,170,132,1046,7.9,1,52,44.7,56,2.7,21.3,77.6,6.2,769,4.9,3737,19,6,25,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,221,934,6,47,46.3,62,4.2,54.9,13.0,59,46,363,7.9,0,18,44.7,56,2.7,21.3,77.6,6.2,267,1.7,1297,7,2,9,
