,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,138.0,1.0,1.0,2019-09-05,GNB,@,CHI,"W, 10-3",,5,3,30,10.0,1,60.0,6.0,0,0,0,0,0,0,33,54.1,0,0.0,0,0.0
1,2.0,139.0,2.0,2.0,2019-09-15,GNB,,MIN,"W, 21-16",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,51,71.8,0,0.0,0,0.0
2,3.0,140.0,3.0,3.0,2019-09-22,GNB,,DEN,"W, 27-16",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,22,40.7,0,0.0,0,0.0
3,4.0,141.0,4.0,4.0,2019-09-26,GNB,,PHI,"L, 27-34",*,9,6,61,10.2,1,66.7,6.8,0,0,0,0,0,0,56,70.9,0,0.0,0,0.0
4,5.0,142.0,5.0,5.0,2019-10-06,GNB,@,DAL,"W, 34-24",*,3,3,41,13.7,0,100.0,13.7,0,0,0,0,0,0,50,69.4,0,0.0,1,3.0
5,6.0,143.0,6.0,6.0,2019-10-14,GNB,,DET,"W, 23-22",,5,2,17,8.5,0,40.0,3.4,0,0,0,0,0,0,54,73.0,0,0.0,0,0.0
6,7.0,144.0,7.0,7.0,2019-10-20,GNB,,OAK,"W, 42-24",,4,4,65,16.3,1,100.0,16.3,0,0,0,0,0,0,32,55.2,0,0.0,1,3.7
7,8.0,145.0,8.0,8.0,2019-10-27,GNB,@,KAN,"W, 31-24",*,5,3,20,6.7,0,60.0,4.0,0,0,0,0,0,0,41,61.2,0,0.0,0,0.0
8,9.0,146.0,9.0,9.0,2019-11-03,GNB,@,LAC,"L, 11-26",*,4,4,17,4.3,0,100.0,4.3,0,0,0,0,0,0,32,64.0,0,0.0,0,0.0
9,10.0,147.0,10.0,10.0,2019-11-10,GNB,,CAR,"W, 24-16",*,3,2,59,29.5,0,66.7,19.7,0,0,0,0,0,0,41,64.1,0,0.0,0,0.0
10,11.0,148.0,11.0,12.0,2019-11-24,GNB,@,SFO,"L, 8-37",*,2,1,7,7.0,0,50.0,3.5,0,0,0,0,0,0,38,48.1,0,0.0,0,0.0
11,12.0,149.0,12.0,13.0,2019-12-01,GNB,@,NYG,"W, 31-13",,1,1,16,16.0,0,100.0,16.0,0,0,0,0,0,0,27,41.5,0,0.0,0,0.0
12,13.0,150.0,13.0,14.0,2019-12-08,GNB,,WAS,"W, 20-15",*,5,3,49,16.3,0,60.0,9.8,0,0,0,0,0,0,31,51.7,0,0.0,1,4.0
13,14.0,151.0,14.0,15.0,2019-12-15,GNB,,CHI,"W, 21-13",*,4,1,0,0.0,0,25.0,0.0,0,0,0,0,0,0,25,42.4,0,0.0,1,4.0
14,15.0,152.0,15.0,16.0,2019-12-23,GNB,@,MIN,"W, 23-10",*,1,1,16,16.0,0,100.0,16.0,1,0,0,0,0,0,41,53.2,0,0.0,0,0.0
15,16.0,153.0,16.0,17.0,2019-12-29,GNB,@,DET,"W, 23-20",*,7,4,49,12.3,0,57.1,7.0,0,0,0,0,0,0,48,54.5,0,0.0,0,0.0
16,,,,,,,,,13-3,,60,38,447,11.8,3,63.3,7.5,1,0,0,0,0,0,622,57.7,0,0.0,4,0.9
