,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,3.0,1.0,1.0,2017-09-10,BUF,,NYJ,"W, 21-12",,0,0,0,,0,,,6,7.8,0,0.0,4,15.4
1,2.0,4.0,2.0,2.0,2017-09-17,BUF,@,CAR,"L, 3-9",,0,0,0,,0,,,1,1.9,0,0.0,1,4.5
2,3.0,5.0,3.0,3.0,2017-09-24,BUF,,DEN,"W, 26-16",,0,0,0,,0,,,11,16.9,0,0.0,6,18.8
3,4.0,6.0,4.0,4.0,2017-10-01,BUF,@,ATL,"W, 23-17",,0,0,0,,0,,,9,15.0,0,0.0,6,24.0
4,5.0,7.0,5.0,5.0,2017-10-08,BUF,@,CIN,"L, 16-20",,2,1,3,3.0,0,50.0,1.5,20,28.6,0,0.0,4,13.8
5,6.0,8.0,6.0,7.0,2017-10-22,BUF,,TAM,"W, 30-27",,1,1,22,22.0,1,100.0,22.0,29,42.6,0,0.0,7,24.1
6,7.0,9.0,7.0,8.0,2017-10-29,BUF,,OAK,"W, 34-14",*,1,1,7,7.0,0,100.0,7.0,21,30.4,0,0.0,7,25.9
7,8.0,10.0,8.0,9.0,2017-11-02,BUF,@,NYJ,"L, 21-34",*,3,2,25,12.5,0,66.7,8.3,21,28.0,0,0.0,3,9.4
8,9.0,11.0,9.0,10.0,2017-11-12,BUF,,NOR,"L, 10-47",,0,0,0,,0,,,9,18.8,0,0.0,0,0.0
9,9.0,,10.0,11.0,2017-11-19,BUF,@,LAC,"L, 24-54",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,,11.0,12.0,2017-11-26,BUF,@,KAN,"W, 16-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,10.0,12.0,12.0,13.0,2017-12-03,BUF,,NWE,"L, 3-23",,2,2,10,5.0,0,100.0,5.0,22,32.8,0,0.0,2,9.5
12,11.0,13.0,13.0,14.0,2017-12-10,BUF,,IND,"W, 13-7 (OT)",,0,0,0,,0,,,3,4.5,0,0.0,4,18.2
13,12.0,14.0,14.0,15.0,2017-12-17,BUF,,MIA,"W, 24-16",,0,0,0,,0,,,3,4.8,0,0.0,4,14.8
14,12.0,,15.0,16.0,2017-12-24,BUF,@,NWE,"L, 16-37",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,12.0,,16.0,17.0,2017-12-31,BUF,@,MIA,"W, 22-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,7-5,,9,7,67,9.6,1,77.8,7.4,155,19.8,0,0.0,48,15.0
