,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,43.0,1.0,1.0,2020-09-13,WAS,,PHI,"W, 27-17",,8,4,37,9.3,1,50.0,4.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,52,74.3,0,0.0,0,0.0
1,2.0,44.0,2.0,2.0,2020-09-20,WAS,@,ARI,"L, 15-30",*,9,4,26,6.5,0,44.4,2.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,90.9,0,0.0,0,0.0
2,3.0,45.0,3.0,3.0,2020-09-27,WAS,@,CLE,"L, 20-34",*,7,4,31,7.8,0,57.1,4.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,85.9,0,0.0,2,7.1
3,4.0,46.0,4.0,4.0,2020-10-04,WAS,,BAL,"L, 17-31",*,4,1,8,8.0,0,25.0,2.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,93.0,0,0.0,0,0.0
4,5.0,47.0,5.0,5.0,2020-10-11,WAS,,LAR,"L, 10-30",*,4,1,4,4.0,0,25.0,1.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,87.0,0,0.0,0,0.0
5,6.0,48.0,6.0,6.0,2020-10-18,WAS,@,NYG,"L, 19-20",*,4,3,42,14.0,1,75.0,10.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,86.3,0,0.0,0,0.0
6,7.0,49.0,7.0,7.0,2020-10-25,WAS,,DAL,"W, 25-3",*,4,4,60,15.0,1,100.0,15.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,78.3,0,0.0,0,0.0
7,8.0,50.0,8.0,9.0,2020-11-08,WAS,,NYG,"L, 20-23",*,6,3,28,9.3,0,50.0,4.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
8,9.0,51.0,9.0,10.0,2020-11-15,WAS,@,DET,"L, 27-30",*,5,4,66,16.5,0,80.0,13.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,87,98.9,0,0.0,0,0.0
9,10.0,52.0,10.0,11.0,2020-11-22,WAS,,CIN,"W, 20-9",*,5,2,6,3.0,0,40.0,1.2,1,2,0,2.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,90.3,0,0.0,0,0.0
10,11.0,53.0,11.0,12.0,2020-11-26,WAS,@,DAL,"W, 41-16",*,4,4,20,5.0,1,100.0,5.0,1,3,0,3.0,1,1,100.0,28,0,0,28.0,28.0,118.7,0,0,0,0,0,0,0,0,67,97.1,0,0.0,0,0.0
11,12.0,54.0,12.0,13.0,2020-12-07,WAS,@,PIT,"W, 23-17",*,9,9,98,10.9,1,100.0,10.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,1,0,0,72,100.0,0,0.0,5,15.6
12,13.0,55.0,13.0,14.0,2020-12-13,WAS,@,SFO,"W, 23-15",*,7,6,43,7.2,0,85.7,6.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,98.4,0,0.0,6,18.2
13,14.0,56.0,14.0,15.0,2020-12-20,WAS,,SEA,"L, 15-20",*,16,13,101,7.8,0,81.3,6.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,80,100.0,0,0.0,2,8.3
14,15.0,57.0,15.0,16.0,2020-12-27,WAS,,CAR,"L, 13-20",*,12,7,63,9.0,0,58.3,5.3,1,0,0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,71,100.0,0,0.0,3,13.6
15,16.0,58.0,16.0,17.0,2021-01-03,WAS,@,PHI,"W, 20-14",*,6,3,37,12.3,1,50.0,6.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,4,16.0
16,,,,,,,,,7-9,,110,72,670,9.3,6,65.5,6.1,3,5,0,1.7,1,1,100.0,28,0,0,28.0,28.0,118.7,0,0,0,0,0,1,0,0,1009,92.7,0,0.0,22,5.0
