,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1,2024-09-08,HOU,@,IND,"W, 29-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,37.0,2.0,2,2024-09-15,HOU,,CHI,"W, 19-13",,7,32,0,4.6,1,1,3,3.0,0,100.0,3.0,0,0,0,,1,1,0,0,0,0,13,21.0,0,0.0,0,0.0
2,2.0,38.0,3.0,3,2024-09-22,HOU,@,MIN,"L, 7-34",*,9,21,0,2.3,3,1,8,8.0,1,33.3,2.7,0,0,0,,0,0,0,0,0,0,29,43.3,0,0.0,0,0.0
3,3.0,39.0,4.0,4,2024-09-29,HOU,,JAX,"W, 24-20",*,13,53,0,4.1,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,30,40.0,0,0.0,0,0.0
4,4.0,40.0,5.0,5,2024-10-06,HOU,,BUF,"W, 23-20",,9,42,1,4.7,3,2,5,2.5,0,66.7,1.7,0,0,0,,0,0,0,0,0,0,22,32.4,0,0.0,0,0.0
5,5.0,41.0,6.0,6,2024-10-13,HOU,@,NWE,"W, 41-21",,2,-1,0,-0.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,2,3.0,0,0.0,0,0.0
6,,,,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings,Player went from Houston Texans to Minnesota Vikings
7,6.0,42.0,6.0,7,2024-10-20,MIN,,DET,"L, 29-31",,0,0,0,,0,0,0,,0,,,2,52,0,26.0,0,0,0,0,0,0,0,0.0,0,0.0,3,9.7
8,7.0,43.0,7.0,8,2024-10-24,MIN,@,LAR,"L, 20-30",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,1,4.0
9,8.0,44.0,8.0,9,2024-11-03,MIN,,IND,"W, 21-13",,6,46,0,7.7,2,2,7,3.5,0,100.0,3.5,0,0,0,,0,0,0,0,0,0,16,21.9,0,0.0,3,13.6
10,9.0,45.0,9.0,10,2024-11-10,MIN,@,JAX,"W, 12-7",,13,38,0,2.9,1,1,9,9.0,0,100.0,9.0,0,0,0,,0,0,0,0,0,0,26,31.0,0,0.0,2,10.5
11,10.0,46.0,10.0,11,2024-11-17,MIN,@,TEN,"W, 23-13",,10,25,0,2.5,2,2,11,5.5,1,100.0,5.5,0,0,0,,0,0,0,0,0,0,27,37.0,0,0.0,4,15.4
12,11.0,47.0,11.0,12,2024-11-24,MIN,@,CHI,"W, 30-27 (OT)",,3,19,0,6.3,1,1,6,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,11,15.5,0,0.0,4,12.9
13,12.0,48.0,12.0,13,2024-12-01,MIN,,ARI,"W, 23-22",,4,22,0,5.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,16,30.2,0,0.0,6,21.4
14,13.0,49.0,13.0,14,2024-12-08,MIN,,ATL,"W, 42-21",,5,37,0,7.4,0,0,0,,0,,,1,24,0,24.0,0,0,0,0,0,0,19,31.7,0,0.0,5,18.5
15,14.0,50.0,14.0,15,2024-12-16,MIN,,CHI,"W, 30-12",,10,24,1,2.4,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,21,27.3,0,0.0,4,14.8
16,15.0,51.0,15.0,16,2024-12-22,MIN,@,SEA,"W, 27-24",,1,3,0,3.0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,7,10.6,0,0.0,0,0.0
17,16.0,52.0,16.0,17,2024-12-29,MIN,,GNB,"W, 27-25",,6,18,0,3.0,3,2,15,7.5,1,66.7,5.0,0,0,0,,0,0,0,0,0,0,23,31.9,0,0.0,5,18.5
18,17.0,53.0,17.0,18,2025-01-05,MIN,@,DET,"L, 9-31",,6,65,0,10.8,2,2,4,2.0,0,100.0,2.0,0,0,0,,0,0,0,0,0,0,20,30.8,0,0.0,5,21.7
19,,,,,,,,,13-4,,104,444,2,4.3,18,14,68,4.9,3,77.8,3.8,3,76,0,25.3,1,1,0,0,0,0,282,24.7,0,0.0,42,9.0
