,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2024-09-08,CIN,,NWE,"L, 10-16",*,6,3,26,8.7,0,50.0,4.3,51,100.0,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2024-09-15,CIN,@,KAN,"L, 25-26",,4,2,7,3.5,2,50.0,1.8,49,76.6,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2024-09-23,CIN,,WAS,"L, 33-38",*,7,5,52,10.4,1,71.4,7.4,48,77.4,0,0.0,1,3.8
3,4.0,20.0,4.0,4.0,2024-09-29,CIN,@,CAR,"W, 34-24",,1,1,29,29.0,0,100.0,29.0,51,76.1,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2024-10-06,CIN,,BAL,"L, 38-41 (OT)",*,2,1,39,39.0,0,50.0,19.5,53,79.1,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2024-10-13,CIN,@,NYG,"W, 17-7",,3,2,36,18.0,0,66.7,12.0,35,66.0,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2024-10-20,CIN,@,CLE,"W, 21-14",*,1,0,0,,0,0.0,0.0,39,70.9,0,0.0,1,3.6
7,8.0,24.0,8.0,8.0,2024-10-27,CIN,,PHI,"L, 17-37",*,3,0,0,,0,0.0,0.0,51,87.9,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2024-11-03,CIN,,LVR,"W, 41-24",*,4,1,10,10.0,1,25.0,2.5,67,90.5,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2024-11-07,CIN,@,BAL,"L, 34-35",*,4,2,29,14.5,0,50.0,7.3,69,84.1,0,0.0,0,0.0
10,11.0,27.0,11.0,11.0,2024-11-17,CIN,@,LAC,"L, 27-34",,3,3,46,15.3,0,100.0,15.3,56,68.3,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2024-12-01,CIN,,PIT,"L, 38-44",,4,3,35,11.7,1,75.0,8.8,42,67.7,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2024-12-09,CIN,@,DAL,"W, 27-20",,5,4,41,10.3,0,80.0,8.2,48,67.6,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2024-12-15,CIN,@,TEN,"W, 37-27",,4,1,5,5.0,0,25.0,1.3,60,87.0,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2024-12-22,CIN,,CLE,"W, 24-6",*,3,3,53,17.7,1,100.0,17.7,38,67.9,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2024-12-28,CIN,,DEN,"W, 30-24 (OT)",,4,3,59,19.7,0,75.0,14.8,71,78.9,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2025-01-04,CIN,@,PIT,"W, 19-17",,3,2,12,6.0,0,66.7,4.0,64,86.5,0,0.0,0,0.0
17,,,,,,,,,9-8,,61,36,479,13.3,6,59.0,7.9,892,78.5,0,0.0,2,0.4
