,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,27.0,1.0,1.0,2022-09-11,DET,,PHI,"L, 35-38",*,15,144,1,9.6,3,3,31,10.3,0,100.0,10.3,0,0,0,0,0,0,46,66.7,0,0.0,0,0.0
1,2.0,28.0,2.0,2.0,2022-09-18,DET,,WAS,"W, 36-27",*,5,56,0,11.2,5,2,31,15.5,1,40.0,6.2,0,0,0,0,0,0,31,50.8,0,0.0,0,0.0
2,3.0,29.0,3.0,3.0,2022-09-25,DET,@,MIN,"L, 24-28",*,7,31,0,4.4,4,3,15,5.0,0,75.0,3.8,0,0,0,0,0,0,32,41.0,0,0.0,0,0.0
3,3.0,,4.0,4.0,2022-10-02,DET,,SEA,"L, 45-48",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2022-10-09,DET,@,NWE,"L, 0-29",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,,6.0,7.0,2022-10-23,DET,@,DAL,"L, 6-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,30.0,7.0,8.0,2022-10-30,DET,,MIA,"L, 27-31",,5,6,0,1.2,5,5,27,5.4,1,100.0,5.4,0,0,0,0,0,0,33,55.0,0,0.0,0,0.0
7,5.0,31.0,8.0,9.0,2022-11-06,DET,,GNB,"W, 15-9",,2,10,0,5.0,4,3,40,13.3,0,75.0,10.0,0,0,0,0,0,0,10,16.1,0,0.0,0,0.0
8,6.0,32.0,9.0,10.0,2022-11-13,DET,@,CHI,"W, 31-30",*,6,6,1,1.0,3,1,6,6.0,0,33.3,2.0,0,0,0,0,0,0,19,30.6,0,0.0,0,0.0
9,7.0,33.0,10.0,11.0,2022-11-20,DET,@,NYG,"W, 31-18",,5,20,1,4.0,3,3,12,4.0,0,100.0,4.0,1,0,0,1,0,0,21,31.3,0,0.0,0,0.0
10,8.0,34.0,11.0,12.0,2022-11-24,DET,,BUF,"L, 25-28",*,5,19,0,3.8,8,4,24,6.0,0,50.0,3.0,0,0,0,0,0,0,24,33.8,0,0.0,0,0.0
11,9.0,35.0,12.0,13.0,2022-12-04,DET,,JAX,"W, 40-14",*,14,62,1,4.4,6,4,49,12.3,0,66.7,8.2,0,0,0,0,0,0,39,51.3,0,0.0,0,0.0
12,10.0,36.0,13.0,14.0,2022-12-11,DET,,MIN,"W, 34-23",,6,21,0,3.5,4,3,18,6.0,0,75.0,4.5,0,0,0,0,0,0,25,35.7,0,0.0,0,0.0
13,11.0,37.0,14.0,15.0,2022-12-18,DET,@,NYJ,"W, 20-17",*,8,52,0,6.5,9,5,23,4.6,0,55.6,2.6,0,0,0,0,0,0,27,39.7,0,0.0,0,0.0
14,12.0,38.0,15.0,16.0,2022-12-24,DET,@,CAR,"L, 23-37",*,4,12,0,3.0,5,1,13,13.0,0,20.0,2.6,0,0,0,0,0,0,37,56.1,0,0.0,0,0.0
15,13.0,39.0,16.0,17.0,2023-01-01,DET,,CHI,"W, 41-10",,11,78,1,7.1,4,4,39,9.8,1,100.0,9.8,0,0,0,0,0,0,25,35.2,0,0.0,0,0.0
16,14.0,40.0,17.0,18.0,2023-01-08,DET,@,GNB,"W, 20-16",,6,25,0,4.2,7,7,61,8.7,0,100.0,8.7,0,0,0,0,0,0,24,38.7,0,0.0,0,0.0
17,,,,,,,,,9-5,,99,542,5,5.5,70,48,389,8.1,3,68.6,5.6,1,0,0,1,0,0,393,41.7,0,0.0,0,0.0
