,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,PIT,@,BUF,"W, 23-16",*,1,1,24,24.0,0,100.0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,50.0,0,0.0,1,3.4
1,2.0,2.0,2.0,2.0,2021-09-19,PIT,,LVR,"L, 17-26",*,4,4,36,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,58.9,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,PIT,,CIN,"L, 10-24",,5,3,22,7.3,1,60.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,36.1,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,PIT,@,GNB,"L, 17-27",*,1,1,11,11.0,0,100.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,53.3,0,0.0,3,12.0
4,5.0,5.0,5.0,5.0,2021-10-10,PIT,,DEN,"W, 27-19",,2,2,7,3.5,0,100.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,49.2,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,PIT,,SEA,"W, 23-20 (OT)",,7,7,58,8.3,0,100.0,8.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,60.0,0,0.0,5,14.7
6,7.0,7.0,7.0,8.0,2021-10-31,PIT,@,CLE,"W, 15-10",,7,4,44,11.0,1,57.1,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,78.4,0,0.0,2,10.5
7,8.0,8.0,8.0,9.0,2021-11-08,PIT,,CHI,"W, 29-27",*,6,5,43,8.6,2,83.3,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,70.8,0,0.0,6,17.1
8,9.0,9.0,9.0,10.0,2021-11-14,PIT,,DET,"T, 16-16 (OT)",*,9,5,31,6.2,0,55.6,3.4,0.0,0,0,0,0,0,0,1,1,0,0,0,0,54,62.1,0,0.0,4,11.8
9,10.0,10.0,10.0,11.0,2021-11-21,PIT,@,LAC,"L, 37-41",*,7,4,11,2.8,1,57.1,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,56.5,0,0.0,2,5.9
10,11.0,11.0,11.0,12.0,2021-11-28,PIT,@,CIN,"L, 10-41",*,4,4,40,10.0,1,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,75.8,0,0.0,2,7.1
11,12.0,12.0,12.0,13.0,2021-12-05,PIT,,BAL,"W, 20-19",*,4,3,26,8.7,0,75.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,73.3,0,0.0,4,16.0
12,13.0,13.0,13.0,14.0,2021-12-09,PIT,@,MIN,"L, 28-36",,3,2,32,16.0,1,66.7,10.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,74.3,0,0.0,3,9.1
13,14.0,14.0,14.0,15.0,2021-12-19,PIT,,TEN,"W, 19-13",*,4,4,37,9.3,0,100.0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,44.9,0,0.0,2,7.4
14,14.0,,15.0,16.0,2021-12-26,PIT,@,KAN,"L, 10-36",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,15.0,15.0,16.0,17.0,2022-01-03,PIT,,CLE,"W, 26-14",,6,5,22,4.4,0,83.3,3.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,62,76.5,0,0.0,4,12.9
16,16.0,16.0,17.0,18.0,2022-01-09,PIT,@,BAL,"W, 16-13 (OT)",,9,6,53,8.8,0,66.7,5.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,65.8,0,0.0,3,9.4
17,,,,,,,,,9-6-1,,79,60,497,8.3,7,75.9,6.3,0.0,1,1,0,0,0,0,1,1,0,0,0,0,683,62.0,0,0.0,41,8.8
