,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2023-09-10,PIT,,SFO,"L, 7-30",*,4,1,3,3.0,1,25.0,0.8,0,0,0,0,0,0,32,50.8,0,0.0,1,3.8
1,2.0,34.0,2.0,2.0,2023-09-18,PIT,,CLE,"W, 26-22",*,1,1,2,2.0,0,100.0,2.0,0,0,1,0,0,0,41,75.9,0,0.0,4,12.9
2,3.0,35.0,3.0,3.0,2023-09-24,PIT,@,LVR,"W, 23-18",*,4,3,41,13.7,1,75.0,10.3,0,0,0,0,0,0,49,79.0,0,0.0,6,20.7
3,4.0,36.0,4.0,4.0,2023-10-01,PIT,@,HOU,"L, 6-30",*,4,3,7,2.3,0,75.0,1.8,0,0,0,0,0,0,30,50.8,0,0.0,1,4.0
4,4.0,,5.0,5.0,2023-10-08,PIT,,BAL,"W, 17-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,7.0,2023-10-22,PIT,@,LAR,"W, 24-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,4.0,,7.0,8.0,2023-10-29,PIT,,JAX,"L, 10-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,4.0,,8.0,9.0,2023-11-02,PIT,,TEN,"W, 20-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4.0,,9.0,10.0,2023-11-12,PIT,,GNB,"W, 23-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,5.0,37.0,10.0,11.0,2023-11-19,PIT,@,CLE,"L, 10-13",*,1,1,7,7.0,0,100.0,7.0,0,0,0,0,0,0,31,53.4,0,0.0,2,6.9
10,6.0,38.0,11.0,12.0,2023-11-26,PIT,@,CIN,"W, 16-10",*,11,9,120,13.3,0,81.8,10.9,0,0,0,0,0,0,42,59.2,0,0.0,5,20.8
11,7.0,39.0,12.0,13.0,2023-12-03,PIT,,ARI,"L, 10-24",*,5,3,29,9.7,0,60.0,5.8,0,0,0,0,0,0,36,59.0,0,0.0,3,12.5
12,8.0,40.0,13.0,14.0,2023-12-07,PIT,,NWE,"L, 18-21",,7,3,18,6.0,0,42.9,2.6,0,0,0,0,0,0,48,68.6,0,0.0,2,7.1
13,9.0,41.0,14.0,15.0,2023-12-16,PIT,@,IND,"L, 13-30",,4,3,16,5.3,0,75.0,4.0,0,0,0,0,0,0,44,75.9,0,0.0,2,7.7
14,10.0,42.0,15.0,16.0,2023-12-23,PIT,,CIN,"W, 34-11",*,0,0,0,,0,,,0,0,0,0,0,0,37,62.7,0,0.0,6,25.0
15,11.0,43.0,16.0,17.0,2023-12-31,PIT,@,SEA,"W, 30-23",*,4,3,44,14.7,0,75.0,11.0,0,0,0,0,0,0,46,63.9,0,0.0,7,25.0
16,12.0,44.0,17.0,18.0,2024-01-06,PIT,@,BAL,"W, 17-10",,2,2,21,10.5,0,100.0,10.5,0,0,0,0,0,0,38,61.3,0,0.0,4,14.8
17,,,,,,,,,6-6,,47,32,308,9.6,2,68.1,6.6,0,0,1,0,0,0,474,63.3,0,0.0,43,13.4
