,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2022-09-11,PIT,@,CIN,"W, 23-20 (OT)",*,10,5,75,15.0,0,50.0,7.5,0.0,0,0,0,0,0,0,56,88.9,0,0.0,6,18.8
1,2.0,18.0,2.0,2.0,2022-09-18,PIT,,NWE,"L, 14-17",*,7,4,22,5.5,1,57.1,3.1,0.0,0,0,0,0,0,0,48,81.4,0,0.0,2,9.1
2,3.0,19.0,3.0,3.0,2022-09-22,PIT,@,CLE,"L, 17-29",*,4,2,41,20.5,0,50.0,10.3,0.0,0,0,0,0,0,0,45,76.3,0,0.0,5,17.9
3,4.0,20.0,4.0,4.0,2022-10-02,PIT,,NYJ,"L, 20-24",*,9,7,85,12.1,0,77.8,9.4,0.0,1,1,0,0,0,0,47,73.4,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2022-10-09,PIT,@,BUF,"L, 3-38",,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,37,49.3,0,0.0,0,0.0
5,5.0,,6.0,6.0,2022-10-16,PIT,,TAM,"W, 20-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,22.0,7.0,7.0,2022-10-23,PIT,@,MIA,"L, 10-16",,9,8,75,9.4,0,88.9,8.3,0.0,0,0,0,0,0,0,44,58.7,0,0.0,0,0.0
7,7.0,23.0,8.0,8.0,2022-10-30,PIT,@,PHI,"L, 13-35",,7,4,57,14.3,0,57.1,8.1,0.0,0,0,0,0,0,0,47,61.8,0,0.0,0,0.0
8,8.0,24.0,9.0,10.0,2022-11-13,PIT,,NOR,"W, 20-10",*,7,4,36,9.0,0,57.1,5.1,0.0,0,0,0,0,0,0,58,69.0,0,0.0,0,0.0
9,9.0,25.0,10.0,11.0,2022-11-20,PIT,,CIN,"L, 30-37",,12,8,79,9.9,0,66.7,6.6,0.0,0,0,0,0,0,0,52,71.2,0,0.0,0,0.0
10,10.0,26.0,11.0,12.0,2022-11-28,PIT,@,IND,"W, 24-17",,4,3,39,13.0,0,75.0,9.8,0.0,0,0,0,0,0,0,49,71.0,0,0.0,0,0.0
11,11.0,27.0,12.0,13.0,2022-12-04,PIT,@,ATL,"W, 19-16",*,5,3,76,25.3,0,60.0,15.2,0.0,0,0,0,0,0,0,36,55.4,0,0.0,0,0.0
12,12.0,28.0,13.0,14.0,2022-12-11,PIT,,BAL,"L, 14-16",*,6,3,33,11.0,1,50.0,5.5,0.0,0,0,0,0,0,0,31,56.4,0,0.0,0,0.0
13,13.0,29.0,14.0,15.0,2022-12-18,PIT,@,CAR,"W, 24-16",,0,0,0,,0,,,0.0,0,0,0,0,0,0,38,55.9,0,0.0,0,0.0
14,14.0,30.0,15.0,16.0,2022-12-24,PIT,,LVR,"W, 13-10",*,8,7,66,9.4,0,87.5,8.3,0.0,0,0,0,0,0,0,55,80.9,0,0.0,0,0.0
15,15.0,31.0,16.0,17.0,2023-01-01,PIT,@,BAL,"W, 16-13",,6,3,36,12.0,0,50.0,6.0,0.0,0,0,0,0,0,0,54,77.1,0,0.0,0,0.0
16,16.0,32.0,17.0,18.0,2023-01-08,PIT,,CLE,"W, 28-14",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,46,63.0,0,0.0,0,0.0
17,,,,,,,,,8-8,,98,63,732,11.6,2,64.3,7.5,0.0,1,1,0,0,0,0,743,67.8,0,0.0,13,3.2
