,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2024-09-08,NYG,,MIN,"L, 6-28",*,7,5,66,13.2,0,71.4,9.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2024-09-15,NYG,@,WAS,"L, 18-21",*,18,10,127,12.7,1,55.6,7.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,89.3,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2024-09-22,NYG,@,CLE,"W, 21-15",,12,8,78,9.8,2,66.7,6.5,2,4,0,2.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,61,84.7,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2024-09-26,NYG,,DAL,"L, 15-20",*,15,12,115,9.6,0,80.0,7.7,1,-4,0,-4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,89.9,0,0.0,0,0.0
4,4.0,,5.0,5.0,2024-10-06,NYG,@,SEA,"W, 29-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2024-10-13,NYG,,CIN,"L, 7-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,5.0,7.0,7.0,2024-10-20,NYG,,PHI,"L, 3-28",*,8,4,41,10.3,0,50.0,5.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,93.1,0,0.0,0,0.0
7,6.0,6.0,8.0,8.0,2024-10-28,NYG,@,PIT,"L, 18-26",*,13,7,71,10.1,0,53.8,5.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,71,98.6,0,0.0,0,0.0
8,7.0,7.0,9.0,9.0,2024-11-03,NYG,,WAS,"L, 22-27",*,11,9,59,6.6,0,81.8,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,95.4,0,0.0,0,0.0
9,8.0,8.0,10.0,10.0,2024-11-10,NYG,@,CAR,"L, 17-20 (OT)",*,10,6,50,8.3,0,60.0,5.0,1,-2,0,-2.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,88.0,0,0.0,0,0.0
10,9.0,9.0,11.0,12.0,2024-11-24,NYG,,TAM,"L, 7-30",*,9,6,64,10.7,0,66.7,7.1,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,55,93.2,0,0.0,0,0.0
11,10.0,10.0,12.0,13.0,2024-11-28,NYG,@,DAL,"L, 20-27",*,13,8,69,8.6,0,61.5,5.3,1,4,0,4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
12,11.0,11.0,13.0,14.0,2024-12-08,NYG,,NOR,"L, 11-14",*,10,5,79,15.8,0,50.0,7.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,73,93.6,0,0.0,0,0.0
13,12.0,12.0,14.0,15.0,2024-12-15,NYG,,BAL,"L, 14-35",*,14,10,82,8.2,1,71.4,5.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,94.1,0,0.0,0,0.0
14,13.0,13.0,15.0,16.0,2024-12-22,NYG,@,ATL,"L, 7-34",*,14,7,68,9.7,0,50.0,4.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,89.8,0,0.0,0,0.0
15,14.0,14.0,16.0,17.0,2024-12-29,NYG,,IND,"W, 45-33",,8,7,171,24.4,2,87.5,21.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,83.9,0,0.0,0,0.0
16,15.0,15.0,17.0,18.0,2025-01-05,NYG,@,PHI,"L, 13-20",*,8,5,64,12.8,1,62.5,8.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,37,69.8,0,0.0,0,0.0
17,,,,,,,,,2-13,,170,109,1204,11.0,7,64.1,7.1,5,2,0,0.4,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,1,0,0,0,0,0,886,91.0,0,0.0,0,0.0
