,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,KAN,@,JAX,"W, 40-26",,1,0,0,,0,0.0,0.0,0,0,0,,2,45,0,22.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,77.9,0,0.0,7,23.3
1,2.0,2.0,2.0,2.0,2019-09-15,KAN,@,OAK,"W, 28-10",*,6,4,61,15.3,1,66.7,10.2,0,0,0,,1,18,0,18.0,1,20,0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,73.3,0,0.0,3,12.0
2,3.0,3.0,3.0,3.0,2019-09-22,KAN,,BAL,"W, 33-28",,5,2,97,48.5,1,40.0,19.4,1,7,0,7.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,43,63.2,0,0.0,2,7.4
3,4.0,4.0,4.0,4.0,2019-09-29,KAN,@,DET,"W, 34-30",*,5,2,9,4.5,0,40.0,1.8,0,0,0,,1,29,0,29.0,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,43,63.2,0,0.0,3,9.4
4,5.0,5.0,5.0,5.0,2019-10-06,KAN,,IND,"L, 13-19",,6,4,79,19.8,0,66.7,13.2,1,-6,0,-6.0,1,22,0,22.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,60.7,0,0.0,7,28.0
5,6.0,6.0,6.0,6.0,2019-10-13,KAN,,HOU,"L, 24-31",,4,4,45,11.3,0,100.0,11.3,0,0,0,,2,41,0,20.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,52.7,0,0.0,2,8.7
6,7.0,7.0,7.0,7.0,2019-10-17,KAN,@,DEN,"W, 30-6",*,3,2,28,14.0,1,66.7,9.3,0,0,0,,0,0,0,,1,36,0,36.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,47.5,0,0.0,3,10.0
7,8.0,8.0,8.0,8.0,2019-10-27,KAN,,GNB,"L, 24-31",,2,2,55,27.5,1,100.0,27.5,0,0,0,,3,68,0,22.7,1,18,0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.3,0,0.0,13,48.1
8,9.0,9.0,9.0,9.0,2019-11-03,KAN,,MIN,"W, 26-23",*,0,0,0,,0,,,1,7,0,7.0,4,101,0,25.3,2,17,0,8.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,11,18.6,0,0.0,15,44.1
9,10.0,10.0,10.0,10.0,2019-11-10,KAN,@,TEN,"L, 32-35",,1,1,63,63.0,1,100.0,63.0,0,0,0,,4,90,0,22.5,1,5,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,22.0,0,0.0,14,43.8
10,11.0,11.0,11.0,11.0,2019-11-18,KAN,@,LAC,"W, 24-17",,4,2,13,6.5,0,50.0,3.3,0,0,0,,0,0,0,,2,22,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,76.1,0,0.0,12,44.4
11,12.0,12.0,12.0,13.0,2019-12-01,KAN,,OAK,"W, 40-9",,0,0,0,,0,,,1,9,0,9.0,1,23,0,23.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,38.5,0,0.0,8,34.8
12,13.0,13.0,13.0,14.0,2019-12-08,KAN,@,NWE,"W, 23-16",,1,1,48,48.0,1,100.0,48.0,0,0,0,,3,73,0,24.3,3,20,0,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,18.2,0,0.0,11,42.3
13,14.0,14.0,14.0,15.0,2019-12-15,KAN,,DEN,"W, 23-3",,2,1,10,10.0,0,50.0,5.0,0,0,0,,1,20,0,20.0,2,-2,0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,20.6,0,0.0,7,38.9
14,15.0,15.0,15.0,16.0,2019-12-22,KAN,@,CHI,"W, 26-3",,0,0,0,,0,,,0,0,0,,2,57,0,28.5,2,10,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,34.8,0,0.0,5,25.0
15,16.0,16.0,16.0,17.0,2019-12-29,KAN,,LAC,"W, 31-21",*,1,1,30,30.0,0,100.0,30.0,0,0,0,,2,117,1,58.5,3,21,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,33.3,0,0.0,10,43.5
16,,,,,,,,,12-4,,41,26,538,20.7,6,63.4,13.1,4,17,0,4.3,27,704,1,26.1,18,167,0,9.3,0.0,0,0,0,0,0,0,2,2,0,1,0,0,471,44.9,0,0.0,122,28.9
