,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2021-09-12,KAN,,CLE,"W, 33-29",*,3,3,19,6.3,0,100.0,6.3,0,0,0,,0,0,0,,1,7,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,69.2,0,0.0,2,8.3
1,2.0,34.0,2.0,2.0,2021-09-19,KAN,@,BAL,"L, 35-36",*,8,5,55,11.0,0,62.5,6.9,0,0,0,,0,3,0,,1,13,0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,78.4,0,0.0,4,14.3
2,3.0,35.0,3.0,3.0,2021-09-26,KAN,,LAC,"L, 24-30",*,4,3,33,11.0,1,75.0,8.3,1,2,0,2.0,0,0,0,,2,7,0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,64.6,0,0.0,3,12.5
3,4.0,36.0,4.0,4.0,2021-10-03,KAN,@,PHI,"W, 42-30",,3,2,16,8.0,0,66.7,5.3,2,25,0,12.5,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,52.2,0,0.0,1,3.7
4,5.0,37.0,5.0,5.0,2021-10-10,KAN,,BUF,"L, 20-38",*,12,9,76,8.4,0,75.0,6.3,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,68.6,0,0.0,4,13.8
5,6.0,38.0,6.0,6.0,2021-10-17,KAN,@,WAS,"W, 31-13",,5,4,62,15.5,0,80.0,12.4,1,6,0,6.0,0,0,0,,2,56,0,28.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,49,59.8,0,0.0,4,16.0
6,7.0,39.0,7.0,7.0,2021-10-24,KAN,@,TEN,"L, 3-27",*,5,4,28,7.0,0,80.0,5.6,0,0,0,,0,0,0,,0,0,0,,0.0,1,1,0,0,0,0,1,1,0,0,0,0,49,68.1,0,0.0,2,10.5
7,8.0,40.0,8.0,8.0,2021-11-01,KAN,,NYG,"W, 20-17",*,7,5,63,12.6,0,71.4,9.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,49.4,0,0.0,4,16.0
8,9.0,41.0,9.0,9.0,2021-11-07,KAN,,GNB,"W, 13-7",*,6,3,20,6.7,0,50.0,3.3,0,0,0,,1,12,0,12.0,2,3,0,1.5,0.0,0,0,0,0,0,0,1,0,0,1,0,0,42,64.6,0,0.0,5,22.7
9,10.0,42.0,10.0,10.0,2021-11-14,KAN,@,LVR,"W, 41-14",,3,2,27,13.5,0,66.7,9.0,1,3,0,3.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,31.6,0,0.0,1,3.6
10,11.0,43.0,11.0,11.0,2021-11-21,KAN,,DAL,"W, 19-9",,3,2,25,12.5,0,66.7,8.3,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,17.6,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2021-12-05,KAN,,DEN,"W, 22-9",,1,1,12,12.0,0,100.0,12.0,0,0,0,,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.8,0,0.0,1,4.5
12,13.0,45.0,13.0,14.0,2021-12-12,KAN,,LVR,"W, 48-9",,2,2,59,29.5,0,100.0,29.5,1,0,0,0.0,0,0,0,,1,11,0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,34.8,0,0.0,4,15.4
13,14.0,46.0,14.0,15.0,2021-12-16,KAN,@,LAC,"W, 34-28 (OT)",,4,2,11,5.5,0,50.0,2.8,1,0,0,0.0,0,0,0,,1,8,0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,43.1,0,0.0,1,4.5
14,15.0,47.0,15.0,16.0,2021-12-26,KAN,,PIT,"W, 36-10",,5,3,31,10.3,1,60.0,6.2,0,0,0,,1,20,0,20.0,1,18,0,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,43.5,0,0.0,3,11.5
15,16.0,48.0,16.0,17.0,2022-01-02,KAN,@,CIN,"L, 31-34",,1,1,53,53.0,0,100.0,53.0,0,0,0,,0,0,0,,1,29,0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,31.1,0,0.0,2,6.9
16,17.0,49.0,17.0,18.0,2022-01-08,KAN,@,DEN,"W, 28-24",*,11,8,103,12.9,0,72.7,9.4,1,10,0,10.0,0,0,0,,1,5,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,83.3,0,0.0,1,4.0
17,,,,,,,,,12-5,,83,59,693,11.7,2,71.1,8.3,8,46,0,5.8,2,35,0,17.5,13,157,0,12.1,0.0,1,1,0,0,0,0,3,2,0,1,0,0,623,52.1,0,0.0,42,9.8
