,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2022-09-11,KAN,@,ARI,"W, 44-21",*,6,3,16,5.3,1,50.0,2.7,0,0,0,,0,0,0,,1,3,0,3.0,0,0,0,0,0,0,39,55.7,0,0.0,1,3.7
1,2.0,51.0,2.0,2.0,2022-09-15,KAN,,LAC,"W, 27-24",*,4,3,49,16.3,0,75.0,12.3,1,-4,0,-4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,31,54.4,0,0.0,0,0.0
2,3.0,52.0,3.0,3.0,2022-09-25,KAN,@,IND,"L, 17-20",*,1,1,2,2.0,0,100.0,2.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,43,68.3,0,0.0,0,0.0
3,4.0,53.0,4.0,4.0,2022-10-02,KAN,@,TAM,"W, 41-31",*,1,1,4,4.0,0,100.0,4.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,37,46.3,0,0.0,0,0.0
4,5.0,54.0,5.0,5.0,2022-10-10,KAN,,LVR,"W, 30-29",,5,4,73,18.3,0,80.0,14.6,1,7,0,7.0,0,0,0,,0,0,0,,0,0,0,0,0,0,29,40.3,0,0.0,0,0.0
5,6.0,55.0,6.0,6.0,2022-10-16,KAN,,BUF,"L, 20-24",,4,3,42,14.0,1,75.0,10.5,0,0,0,,0,0,0,,1,10,0,10.0,1,0,0,1,0,0,30,44.8,0,0.0,1,4.3
6,7.0,56.0,7.0,7.0,2022-10-23,KAN,@,SFO,"W, 44-23",*,4,4,32,8.0,1,100.0,8.0,2,28,2,14.0,1,4,0,4.0,0,0,0,,0,0,0,0,0,0,40,62.5,0,0.0,1,3.6
7,8.0,57.0,8.0,9.0,2022-11-06,KAN,,TEN,"W, 20-17 (OT)",,9,6,79,13.2,1,66.7,8.8,0,0,0,,0,0,0,,4,42,0,10.5,0,0,0,0,0,0,54,54.0,0,0.0,7,22.6
8,8.0,,9.0,10.0,2022-11-13,KAN,,JAX,"W, 27-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,,10.0,11.0,2022-11-20,KAN,@,LAC,"W, 30-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,8.0,,11.0,12.0,2022-11-27,KAN,,LAR,"W, 26-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,8.0,,12.0,13.0,2022-12-04,KAN,@,CIN,"L, 24-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,8.0,,13.0,14.0,2022-12-11,KAN,@,DEN,"W, 34-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,8.0,,14.0,15.0,2022-12-18,KAN,@,HOU,"W, 30-24 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,8.0,,15.0,16.0,2022-12-24,KAN,,SEA,"W, 24-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,8.0,,16.0,17.0,2023-01-01,KAN,,DEN,"W, 27-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,8.0,,17.0,18.0,2023-01-07,KAN,@,LVR,"W, 31-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,6-2,,34,25,297,11.9,4,73.5,8.7,4,31,2,7.8,1,4,0,4.0,6,55,0,9.2,1,0,0,1,0,0,303,52.9,0,0.0,10,4.5
