,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2024-09-08,NOR,,CAR,"W, 47-10",*,5,3,73,24.3,1,60.0,14.6,0,0,0,,1,33,0,33.0,3,60,0,20.0,0,0,0,0,0,0,45,68.2,0,0.0,5,16.7
1,2.0,29.0,2.0,2.0,2024-09-15,NOR,@,DAL,"W, 44-19",*,4,4,96,24.0,1,100.0,24.0,3,13,0,4.3,0,0,0,,0,0,0,,0,0,0,0,0,0,39,66.1,0,0.0,6,22.2
2,3.0,30.0,3.0,3.0,2024-09-22,NOR,,PHI,"L, 12-15",*,5,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,0,0,0,42,75.0,0,0.0,5,29.4
3,4.0,31.0,4.0,4.0,2024-09-29,NOR,@,ATL,"L, 24-26",*,11,8,83,10.4,0,72.7,7.5,2,14,0,7.0,3,75,0,25.0,2,17,0,8.5,1,1,0,0,0,0,57,77.0,0,0.0,10,35.7
4,5.0,32.0,5.0,5.0,2024-10-07,NOR,@,KAN,"L, 13-26",,9,4,86,21.5,1,44.4,9.6,0,0,0,,1,38,0,38.0,1,10,0,10.0,0,0,0,0,0,0,46,86.8,0,0.0,8,33.3
5,6.0,33.0,6.0,6.0,2024-10-13,NOR,,TAM,"L, 27-51",*,7,1,11,11.0,0,14.3,1.6,1,2,0,2.0,1,25,0,25.0,2,56,1,28.0,0,0,0,0,0,0,57,81.4,0,0.0,12,32.4
6,6.0,,7.0,7.0,2024-10-17,NOR,,DEN,"L, 10-33",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,6.0,,8.0,8.0,2024-10-27,NOR,@,LAC,"L, 8-26",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,6.0,,9.0,9.0,2024-11-03,NOR,@,CAR,"L, 22-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,6.0,,10.0,10.0,2024-11-10,NOR,,ATL,"W, 20-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
