,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,13.0,1.0,1.0,2023-09-10,NOR,,TEN,"W, 16-15",,6,5,89,17.8,1,83.3,14.8,2,11,0,5.5,5,110,0,22.0,2,6,0,3.0,1,1,0,0,0,0,35,53.8,0,0.0,9,32.1
1,2.0,14.0,2.0,2.0,2023-09-18,NOR,@,CAR,"W, 20-17",,4,4,63,15.8,0,100.0,15.8,0,0,0,,2,47,0,23.5,1,16,0,16.0,0,0,0,0,0,0,38,49.4,0,0.0,10,37.0
2,3.0,15.0,3.0,3.0,2023-09-24,NOR,@,GNB,"L, 17-18",*,2,0,0,,0,0.0,0.0,1,0,0,0.0,2,32,0,16.0,1,76,1,76.0,0,0,0,0,0,0,44,72.1,0,0.0,8,32.0
3,4.0,16.0,4.0,4.0,2023-10-01,NOR,,TAM,"L, 9-26",,7,3,33,11.0,0,42.9,4.7,0,0,0,,2,39,0,19.5,2,45,0,22.5,0,0,0,0,0,0,38,58.5,0,0.0,11,42.3
4,5.0,17.0,5.0,5.0,2023-10-08,NOR,@,NWE,"W, 34-0",*,2,2,28,14.0,0,100.0,14.0,0,0,0,,1,18,0,18.0,3,22,0,7.3,0,0,0,0,0,0,41,56.9,0,0.0,9,29.0
5,6.0,18.0,6.0,6.0,2023-10-15,NOR,@,HOU,"L, 13-20",*,6,2,85,42.5,1,33.3,14.2,2,18,0,9.0,1,19,0,19.0,0,0,0,,0,0,0,0,0,0,62,75.6,0,0.0,10,38.5
6,7.0,19.0,7.0,7.0,2023-10-19,NOR,,JAX,"L, 24-31",,8,4,28,7.0,0,50.0,3.5,1,4,0,4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,63,70.0,0,0.0,12,37.5
7,8.0,20.0,8.0,8.0,2023-10-29,NOR,@,IND,"W, 38-27",,3,3,153,51.0,1,100.0,51.0,0,0,0,,0,0,0,,4,46,0,11.5,0,0,0,0,0,0,18,27.3,0,0.0,11,32.4
8,9.0,21.0,9.0,9.0,2023-11-05,NOR,,CHI,"W, 24-17",*,3,3,22,7.3,0,100.0,7.3,0,0,0,,1,24,0,24.0,2,20,0,10.0,0,0,0,0,0,0,32,50.8,0,0.0,6,25.0
9,10.0,22.0,10.0,10.0,2023-11-12,NOR,@,MIN,"L, 19-27",,9,5,24,4.8,0,55.6,2.7,0,0,0,,2,54,0,27.0,2,22,0,11.0,0,0,0,0,0,0,46,68.7,0,0.0,12,41.4
10,11.0,23.0,11.0,12.0,2023-11-26,NOR,@,ATL,"L, 15-24",*,5,2,9,4.5,0,40.0,1.8,0,0,0,,0,0,0,,1,6,0,6.0,0,0,0,0,0,0,19,26.4,0,0.0,3,12.5
11,11.0,,12.0,13.0,2023-12-03,NOR,,DET,"L, 28-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,,13.0,14.0,2023-12-10,NOR,,CAR,"W, 28-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,24.0,14.0,15.0,2023-12-17,NOR,,NYG,"W, 24-6",,4,3,36,12.0,0,75.0,9.0,0,0,0,,0,0,0,,3,35,0,11.7,0,0,0,0,0,0,36,58.1,0,0.0,7,30.4
14,13.0,25.0,15.0,16.0,2023-12-21,NOR,@,LAR,"L, 22-30",*,9,5,70,14.0,1,55.6,7.8,1,4,0,4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,49,81.7,0,0.0,9,37.5
15,14.0,26.0,16.0,17.0,2023-12-31,NOR,@,TAM,"W, 23-13",*,3,2,14,7.0,0,66.7,4.7,0,0,0,,2,41,0,20.5,2,27,0,13.5,0,0,0,0,0,0,38,54.3,0,0.0,8,30.8
16,15.0,27.0,17.0,18.0,2024-01-07,NOR,,ATL,"W, 48-17",*,4,3,65,21.7,1,75.0,16.3,0,0,0,,0,0,0,,2,18,0,9.0,0,0,0,0,0,0,45,67.2,0,0.0,8,25.0
17,,,,,,,,,8-7,,75,46,719,15.6,5,61.3,9.6,7,37,0,5.3,18,384,0,21.3,25,339,1,13.6,1,1,0,0,0,0,604,58.1,0,0.0,133,32.4
