,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,GNB,,CHI,"W, 24-23",,0,0,0,,0,,,0,0,0,,1,21,0,21.0,0.0,0,0,0,0,0,0,2,3.3,0,0.0,11,39.3
1,2.0,2.0,2.0,2.0,2018-09-16,GNB,,MIN,"T, 29-29 (OT)",,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,6,7.8,0,0.0,7,18.9
2,3.0,3.0,3.0,3.0,2018-09-23,GNB,@,WAS,"L, 17-31",,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0.0,2,2,0,0,0,0,12,17.4,0,0.0,10,34.5
3,4.0,4.0,4.0,4.0,2018-09-30,GNB,,BUF,"W, 22-0",*,3,1,38,38.0,0,33.3,12.7,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,54,71.1,0,0.0,14,60.9
4,5.0,5.0,5.0,5.0,2018-10-07,GNB,@,DET,"L, 23-31",*,11,7,68,9.7,1,63.6,6.2,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,77,95.1,0,0.0,1,3.6
5,6.0,6.0,6.0,6.0,2018-10-15,GNB,,SFO,"W, 33-30",*,6,3,103,34.3,0,50.0,17.2,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,66,93.0,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2018-10-28,GNB,@,LAR,"L, 27-29",*,5,2,45,22.5,1,40.0,9.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,31,59.6,0,0.0,1,2.9
7,8.0,8.0,8.0,9.0,2018-11-04,GNB,@,NWE,"L, 17-31",*,6,3,101,33.7,0,50.0,16.8,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,60,81.1,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2018-11-11,GNB,,MIA,"W, 31-12",*,7,6,44,7.3,0,85.7,6.3,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,54,94.7,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2018-11-15,GNB,@,SEA,"L, 24-27",*,3,1,8,8.0,0,33.3,2.7,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,48,98.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2018-11-25,GNB,@,MIN,"L, 17-24",*,2,1,3,3.0,0,50.0,1.5,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,44,83.0,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2018-12-02,GNB,,ARI,"L, 17-20",*,7,2,19,9.5,0,28.6,2.7,2,29,0,14.5,0,0,0,,0.0,0,0,0,0,0,0,64,84.2,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2018-12-09,GNB,,ATL,"W, 34-20",,2,2,19,9.5,0,100.0,9.5,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,30,46.2,0,0.0,1,3.6
13,14.0,14.0,14.0,15.0,2018-12-16,GNB,@,CHI,"L, 17-24",,2,1,12,12.0,0,50.0,6.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,21,30.9,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2018-12-23,GNB,@,NYJ,"W, 44-38 (OT)",,9,5,75,15.0,0,55.6,8.3,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,71,78.9,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2018-12-30,GNB,,DET,"L, 0-31",*,8,3,43,14.3,0,37.5,5.4,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,51,91.1,0,0.0,0,0.0
16,,,,,,,,,6-9-1,,73,38,581,15.3,2,52.1,8.0,2,29,0,14.5,1,21,0,21.0,0.0,2,2,0,0,0,0,691,64.3,0,0.0,45,9.6
