,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,49.0,1.0,1.0,2021-09-12,GNB,@,NOR,"L, 3-38",*,8,3,17,5.7,0,37.5,2.1,36,63.2,0,0.0,0,0.0
1,2.0,50.0,2.0,2.0,2021-09-20,GNB,,DET,"W, 35-17",*,4,0,0,,0,0.0,0.0,43,66.2,0,0.0,0,0.0
2,3.0,51.0,3.0,3.0,2021-09-26,GNB,@,SFO,"W, 30-28",*,4,3,59,19.7,1,75.0,14.8,40,63.5,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,GNB,,PIT,"W, 27-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,3.0,,5.0,5.0,2021-10-10,GNB,@,CIN,"W, 25-22 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,3.0,,6.0,6.0,2021-10-17,GNB,@,CHI,"W, 24-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,3.0,,7.0,7.0,2021-10-24,GNB,,WAS,"W, 24-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,3.0,,8.0,8.0,2021-10-28,GNB,@,ARI,"W, 24-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4.0,52.0,9.0,9.0,2021-11-07,GNB,@,KAN,"L, 7-13",,2,2,19,9.5,0,100.0,9.5,34,54.0,0,0.0,0,0.0
9,5.0,53.0,10.0,10.0,2021-11-14,GNB,,SEA,"W, 17-0",,2,1,41,41.0,0,50.0,20.5,49,66.2,0,0.0,0,0.0
10,6.0,54.0,11.0,11.0,2021-11-21,GNB,@,MIN,"L, 31-34",*,10,4,123,30.8,1,40.0,12.3,48,81.4,0,0.0,0,0.0
11,7.0,55.0,12.0,12.0,2021-11-28,GNB,,LAR,"W, 36-28",*,9,4,50,12.5,0,44.4,5.6,57,69.5,0,0.0,0,0.0
12,8.0,56.0,13.0,14.0,2021-12-12,GNB,,CHI,"W, 45-30",*,5,3,20,6.7,0,60.0,4.0,43,66.2,0,0.0,1,2.8
13,9.0,57.0,14.0,15.0,2021-12-19,GNB,@,BAL,"W, 31-30",,7,5,98,19.6,1,71.4,14.0,41,66.1,0,0.0,0,0.0
14,9.0,,15.0,16.0,2021-12-25,GNB,,CLE,"W, 24-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,10.0,58.0,16.0,17.0,2022-01-02,GNB,,MIN,"W, 37-10",,3,1,3,3.0,0,33.3,1.0,49,65.3,0,0.0,0,0.0
16,11.0,59.0,17.0,18.0,2022-01-09,GNB,@,DET,"L, 30-37",*,1,0,0,,0,0.0,0.0,15,22.1,0,0.0,0,0.0
17,,,,,,,,,7-4,,55,26,430,16.5,3,47.3,7.8,455,62.1,0,0.0,1,0.3
