,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2021,24,NWE,NFL,RB,1,1,9,30,0,1,22.2,14,3.3,30.0,9.0,1,1,7,7.0,0,0,100.0,7,1.0,7.0,100.0,7.0,10,3.7,37,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,1,9,30,0,1,22.2,14,3.3,30.0,9.0,1,1,7,7.0,0,0,100.0,7,1.0,7.0,100.0,7.0,10,3.7,37,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,153,510,0,17,22.2,14,3.3,30.0,9.0,17,17,119,7.0,0,0,100.0,7,1.0,7.0,100.0,7.0,170,3.7,629,0,0,
