,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2018-09-09,NYG,,JAX,"L, 15-20",*,5,2,18,9.0,0,40.0,3.6,0,0,0,,64,90.1,0,0.0,0,0.0
1,2.0,17.0,2.0,2.0,2018-09-16,NYG,@,DAL,"L, 13-20",*,7,7,67,9.6,1,100.0,9.6,0,0,0,,60,88.2,0,0.0,2,7.7
2,3.0,18.0,3.0,3.0,2018-09-23,NYG,@,HOU,"W, 27-22",*,1,1,19,19.0,0,100.0,19.0,0,0,0,,13,21.0,0,0.0,0,0.0
3,3.0,,4.0,4.0,2018-09-30,NYG,,NOR,"L, 18-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2018-10-07,NYG,@,CAR,"L, 31-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,3.0,,6.0,6.0,2018-10-11,NYG,,PHI,"L, 13-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,19.0,7.0,7.0,2018-10-22,NYG,@,ATL,"L, 20-23",*,4,2,16,8.0,0,50.0,4.0,1,10,0,10.0,52,81.3,0,0.0,0,0.0
7,5.0,20.0,8.0,8.0,2018-10-28,NYG,,WAS,"L, 13-20",*,9,5,25,5.0,1,55.6,2.8,0,0,0,,62,88.6,0,0.0,1,3.4
8,6.0,21.0,9.0,10.0,2018-11-12,NYG,@,SFO,"W, 27-23",,5,4,46,11.5,0,80.0,9.2,0,0,0,,36,61.0,0,0.0,0,0.0
9,7.0,22.0,10.0,11.0,2018-11-18,NYG,,TAM,"W, 38-35",,2,2,66,33.0,0,100.0,33.0,0,0,0,,17,32.1,0,0.0,1,3.4
10,7.0,,11.0,12.0,2018-11-25,NYG,@,PHI,"L, 22-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,7.0,,12.0,13.0,2018-12-02,NYG,,CHI,"W, 30-27 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,8.0,23.0,13.0,14.0,2018-12-09,NYG,@,WAS,"W, 40-16",,5,3,77,25.7,0,60.0,15.4,0,0,0,,33,51.6,0,0.0,1,3.2
13,9.0,24.0,14.0,15.0,2018-12-16,NYG,,TEN,"L, 0-17",*,12,8,75,9.4,0,66.7,6.3,0,0,0,,45,69.2,0,0.0,0,0.0
14,10.0,25.0,15.0,16.0,2018-12-23,NYG,@,IND,"L, 27-28",*,6,6,87,14.5,0,100.0,14.5,2,26,0,13.0,42,65.6,0,0.0,2,7.4
15,11.0,26.0,16.0,17.0,2018-12-30,NYG,,DAL,"L, 35-36",*,8,5,81,16.2,1,62.5,10.1,0,0,0,,51,71.8,0,0.0,0,0.0
16,,,,,,,,,4-7,,64,45,577,12.8,3,70.3,9.0,3,36,0,12.0,475,66.8,0,0.0,7,2.3
