,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,NYG,@,DAL,"L, 3-19",*,5,4,44,11.0,0,80.0,8.8,0,0,0,,47,82.5,0,0.0,11,45.8
1,2.0,2.0,2.0,2.0,2017-09-18,NYG,,DET,"L, 10-24",,7,4,49,12.3,1,57.1,7.0,0,0,0,,43,76.8,0,0.0,12,48.0
2,3.0,3.0,3.0,3.0,2017-09-24,NYG,@,PHI,"L, 24-27",,7,5,45,9.0,0,71.4,6.4,0,0,0,,57,81.4,0,0.0,9,32.1
3,4.0,4.0,4.0,4.0,2017-10-01,NYG,@,TAM,"L, 23-25",*,11,6,62,10.3,0,54.5,5.6,0,0,0,,67,83.8,0,0.0,13,44.8
4,5.0,5.0,5.0,5.0,2017-10-08,NYG,,LAC,"L, 22-27",*,4,0,0,,0,0.0,0.0,0,0,0,,57,82.6,0,0.0,13,40.6
5,6.0,6.0,6.0,6.0,2017-10-15,NYG,@,DEN,"W, 23-10",*,7,5,82,16.4,1,71.4,11.7,0,0,0,,38,70.4,0,0.0,12,42.9
6,7.0,7.0,7.0,7.0,2017-10-22,NYG,,SEA,"L, 7-24",*,12,6,60,10.0,1,50.0,5.0,0,0,0,,47,79.7,0,0.0,12,46.2
7,8.0,8.0,8.0,9.0,2017-11-05,NYG,,LAR,"L, 17-51",*,10,4,70,17.5,1,40.0,7.0,0,0,0,,58,85.3,0,0.0,4,11.8
8,9.0,9.0,9.0,10.0,2017-11-12,NYG,@,SFO,"L, 21-31",*,9,6,31,5.2,1,66.7,3.4,0,0,0,,52,78.8,0,0.0,4,16.7
9,10.0,10.0,10.0,11.0,2017-11-19,NYG,,KAN,"W, 12-9 (OT)",*,6,1,9,9.0,0,16.7,1.5,0,0,0,,58,84.1,0,0.0,3,11.5
10,11.0,11.0,11.0,12.0,2017-11-23,NYG,@,WAS,"L, 10-20",*,7,3,18,6.0,0,42.9,2.6,0,0,0,,51,89.5,0,0.0,8,26.7
11,12.0,12.0,12.0,13.0,2017-12-03,NYG,@,OAK,"L, 17-24",*,8,7,99,14.1,1,87.5,12.4,0,0,0,,53,85.5,0,0.0,3,10.7
12,13.0,13.0,13.0,14.0,2017-12-10,NYG,,DAL,"L, 10-30",,7,4,54,13.5,0,57.1,7.7,0,0,0,,63,78.8,0,0.0,2,6.7
13,14.0,14.0,14.0,15.0,2017-12-17,NYG,,PHI,"L, 29-34",,13,8,87,10.9,0,61.5,6.7,1,14,0,14.0,73,83.9,0,0.0,9,29.0
14,15.0,15.0,15.0,16.0,2017-12-24,NYG,@,ARI,"L, 0-23",*,2,1,12,12.0,0,50.0,6.0,0,0,0,,13,18.3,0,0.0,0,0.0
15,15.0,,16.0,17.0,2017-12-31,NYG,,WAS,"W, 18-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,2-13,,115,64,722,11.3,6,55.7,6.3,1,14,0,14.0,777,77.3,0,0.0,115,27.4
