,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,100.0,1.0,1.0,2024-09-08,JAX,@,MIA,"L, 17-20",*,4,1,5,5.0,0,25.0,1.3,0,0,0,0,0,0,36,67.9,0,0.0,0,0.0
1,1.0,,2.0,2.0,2024-09-15,JAX,,CLE,"L, 13-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,,3.0,3.0,2024-09-23,JAX,@,BUF,"L, 10-47",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2024-09-29,JAX,@,HOU,"L, 20-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2024-10-06,JAX,,IND,"W, 37-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2.0,101.0,6.0,6.0,2024-10-13,JAX,@,CHI,"L, 16-35",*,10,10,102,10.2,0,100.0,10.2,1,1,0,0,0,0,38,61.3,0,0.0,1,4.2
6,3.0,102.0,7.0,7.0,2024-10-20,JAX,,NWE,"W, 32-16",*,5,5,35,7.0,0,100.0,7.0,0,0,0,0,0,0,34,55.7,0,0.0,0,0.0
7,4.0,103.0,8.0,8.0,2024-10-27,JAX,,GNB,"L, 27-30",*,5,4,36,9.0,1,80.0,7.2,0,0,0,0,0,0,47,82.5,0,0.0,0,0.0
8,5.0,104.0,9.0,9.0,2024-11-03,JAX,@,PHI,"L, 23-28",*,10,5,45,9.0,0,50.0,4.5,0,0,0,0,0,0,43,79.6,0,0.0,0,0.0
9,6.0,105.0,10.0,10.0,2024-11-10,JAX,,MIN,"L, 7-12",*,8,6,40,6.7,0,75.0,5.0,0,0,0,0,0,0,37,84.1,0,0.0,0,0.0
10,7.0,106.0,11.0,11.0,2024-11-17,JAX,@,DET,"L, 6-52",*,7,5,28,5.6,0,71.4,4.0,0,0,0,0,0,0,36,75.0,0,0.0,0,0.0
11,8.0,107.0,12.0,13.0,2024-12-01,JAX,,HOU,"L, 20-23",*,9,7,41,5.9,0,77.8,4.6,0,0,0,0,0,0,50,71.4,0,0.0,0,0.0
12,9.0,108.0,13.0,14.0,2024-12-08,JAX,@,TEN,"W, 10-6",*,6,4,33,8.3,0,66.7,5.5,0,0,0,0,0,0,42,71.2,0,0.0,0,0.0
13,9.0,,14.0,15.0,2024-12-15,JAX,,NYJ,"L, 25-32",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,9.0,,15.0,16.0,2024-12-22,JAX,@,LVR,"L, 14-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,9.0,,16.0,17.0,2024-12-29,JAX,,TEN,"W, 20-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,9.0,,17.0,18.0,2025-01-05,JAX,@,IND,"L, 23-26 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-7,,64,47,365,7.8,1,73.4,5.7,1,1,0,0,0,0,363,71.5,0,0.0,1,0.5
