,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,66.0,1.0,1.0,2022-09-11,JAX,@,WAS,"L, 22-28",*,4,4,28,7.0,0,100.0,7.0,0,0,0,,0.0,1,1,0,0,0,0,50,71.4,0,0.0,0,0.0
1,2.0,67.0,2.0,2.0,2022-09-18,JAX,,IND,"W, 24-0",*,8,7,46,6.6,0,87.5,5.8,0,0,0,,0.0,0,0,0,0,0,0,49,69.0,0,0.0,0,0.0
2,3.0,68.0,3.0,3.0,2022-09-25,JAX,@,LAC,"W, 38-10",*,3,1,9,9.0,0,33.3,3.0,1,0,0,0.0,0.0,0,0,0,0,0,0,58,76.3,0,0.0,0,0.0
3,4.0,69.0,4.0,4.0,2022-10-02,JAX,@,PHI,"L, 21-29",,1,1,16,16.0,0,100.0,16.0,0,0,0,,0.0,0,0,0,0,0,0,35,74.5,0,0.0,0,0.0
4,5.0,70.0,5.0,5.0,2022-10-09,JAX,,HOU,"L, 6-13",*,10,6,69,11.5,0,60.0,6.9,0,0,0,,0.0,0,0,0,0,0,0,56,74.7,0,0.0,0,0.0
5,6.0,71.0,6.0,6.0,2022-10-16,JAX,@,IND,"L, 27-34",*,6,5,40,8.0,0,83.3,6.7,0,0,0,,0.0,0,0,0,0,0,0,49,77.8,0,0.0,0,0.0
6,7.0,72.0,7.0,7.0,2022-10-23,JAX,,NYG,"L, 17-23",*,7,4,67,16.8,0,57.1,9.6,0,0,0,,0.0,0,0,0,0,0,0,60,84.5,0,0.0,0,0.0
7,8.0,73.0,8.0,8.0,2022-10-30,JAX,,DEN,"L, 17-21",*,6,4,55,13.8,1,66.7,9.2,0,0,0,,0.0,0,0,0,0,0,0,67,93.1,0,0.0,0,0.0
8,9.0,74.0,9.0,9.0,2022-11-06,JAX,,LVR,"W, 27-20",,2,1,8,8.0,0,50.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,38,55.1,0,0.0,0,0.0
9,10.0,75.0,10.0,10.0,2022-11-13,JAX,@,KAN,"L, 17-27",,4,3,14,4.7,0,75.0,3.5,0,0,0,,0.0,0,0,0,0,0,0,56,87.5,0,0.0,0,0.0
10,11.0,76.0,11.0,12.0,2022-11-27,JAX,,BAL,"W, 28-27",*,1,1,4,4.0,0,100.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,51,81.0,0,0.0,0,0.0
11,12.0,77.0,12.0,13.0,2022-12-04,JAX,@,DET,"L, 14-40",*,7,5,30,6.0,1,71.4,4.3,0,0,0,,0.0,0,0,0,0,0,0,43,76.8,0,0.0,0,0.0
12,13.0,78.0,13.0,14.0,2022-12-11,JAX,@,TEN,"W, 36-22",*,15,11,162,14.7,2,73.3,10.8,0,0,0,,0.0,0,0,0,0,0,0,57,79.2,0,0.0,1,3.8
13,14.0,79.0,14.0,15.0,2022-12-18,JAX,,DAL,"W, 40-34 (OT)",*,10,8,62,7.8,0,80.0,6.2,0,0,0,,0.0,0,0,0,0,0,0,60,85.7,0,0.0,0,0.0
14,15.0,80.0,15.0,16.0,2022-12-22,JAX,@,NYJ,"W, 19-3",*,8,7,113,16.1,0,87.5,14.1,0,0,0,,0.0,0,0,0,0,0,0,54,75.0,0,0.0,0,0.0
15,16.0,81.0,16.0,17.0,2023-01-01,JAX,@,HOU,"W, 31-3",*,2,1,16,16.0,0,50.0,8.0,1,13,0,13.0,0.0,1,1,0,0,0,0,42,66.7,0,0.0,0,0.0
16,17.0,82.0,17.0,18.0,2023-01-07,JAX,,TEN,"W, 20-16",*,4,4,27,6.8,0,100.0,6.8,0,0,0,,0.0,0,0,0,0,0,0,43,87.8,0,0.0,0,0.0
17,,,,,,,,,9-8,,98,73,766,10.5,4,74.5,7.8,2,13,0,6.5,0.0,2,2,0,0,0,0,868,77.3,0,0.0,1,0.2
