,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,CLE,,PIT,"T, 21-21 (OT)",,3,21,0,7.0,0,0,0,,0,,,0.0,1,1,0,0,0,0,4,4.5,0,0.0,28,77.8
1,2.0,2.0,2.0,2.0,2018-09-16,CLE,@,NOR,"L, 18-21",,2,14,0,7.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,3,4.8,0,0.0,8,29.6
2,3.0,3.0,3.0,3.0,2018-09-20,CLE,,NYJ,"W, 21-17",,2,6,0,3.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,5,6.5,0,0.0,19,63.3
3,4.0,4.0,4.0,4.0,2018-09-30,CLE,@,OAK,"L, 42-45 (OT)",,3,105,2,35.0,0,0,0,,0,,,0.0,4,1,3,0,0,0,3,3.7,0,0.0,15,34.9
4,5.0,5.0,5.0,5.0,2018-10-07,CLE,,BAL,"W, 12-9 (OT)",,3,2,0,0.7,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,11,13.8,0,0.0,15,44.1
5,6.0,6.0,6.0,6.0,2018-10-14,CLE,,LAC,"L, 14-38",,3,25,0,8.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,7,9.5,0,0.0,21,72.4
6,7.0,7.0,7.0,7.0,2018-10-21,CLE,@,TAM,"L, 23-26 (OT)",*,18,80,1,4.4,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,45,66.2,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2018-10-28,CLE,@,PIT,"L, 18-33",,18,65,0,3.6,3,2,10,5.0,0,66.7,3.3,0.0,0,0,0,0,0,0,31,48.4,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2018-11-04,CLE,,KAN,"L, 21-37",*,22,85,1,3.9,1,1,5,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,37,49.3,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2018-11-11,CLE,,ATL,"W, 28-16",*,20,176,1,8.8,3,3,33,11.0,1,100.0,11.0,0.0,0,0,0,0,0,0,42,79.2,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2018-11-25,CLE,@,CIN,"W, 35-20",*,28,84,1,3.0,3,3,44,14.7,1,100.0,14.7,0.0,0,0,0,0,0,0,46,71.9,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2018-12-02,CLE,@,HOU,"L, 13-29",*,9,31,1,3.4,3,3,41,13.7,0,100.0,13.7,0.0,0,0,0,0,0,0,27,47.4,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2018-12-09,CLE,,CAR,"W, 26-20",*,13,66,1,5.1,6,4,17,4.3,0,66.7,2.8,0.0,0,0,0,0,0,0,33,63.5,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2018-12-15,CLE,@,DEN,"W, 17-16",*,20,100,0,5.0,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,40,59.7,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2018-12-23,CLE,,CIN,"W, 26-18",*,19,112,0,5.9,3,2,3,1.5,0,66.7,1.0,0.0,0,0,0,0,0,0,39,56.5,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2018-12-30,CLE,@,BAL,"L, 24-26",*,9,24,0,2.7,3,2,-4,-2.0,0,66.7,-1.3,0.0,0,0,0,0,0,0,22,37.3,0,0.0,0,0.0
16,,,,,,,,,7-8-1,,192,996,8,5.2,29,20,149,7.5,2,69.0,5.1,0.0,5,2,3,0,0,0,395,36.2,0,0.0,106,22.8
