,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,86.0,1.0,1.0,2025-09-07,HOU,@,LAR,"L, 9-14",*,13,60,0,4.6,1,0,0,,0,0.0,0.0,32,50.8,0,0.0,0,0.0
1,2.0,87.0,2.0,2.0,2025-09-15,HOU,,TAM,"L, 19-20",*,12,43,1,3.6,2,2,29,14.5,0,100.0,14.5,26,53.1,0,0.0,0,0.0
2,3.0,88.0,3.0,3.0,2025-09-21,HOU,@,JAX,"L, 10-17",*,9,38,0,4.2,4,3,2,0.7,0,75.0,0.5,33,52.4,0,0.0,0,0.0
3,,,,,,,,,0-3,,34,141,1,4.1,7,5,31,6.2,0,71.4,4.4,91,52.0,0,0.0,0,0.0
