,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2024,22,TAM,NFL,RB,17,3,207,1122,8,52,55.1,56,5.4,66.0,12.2,52,47,392,8.3,0,16,65.4,42,2.8,23.1,90.4,7.5,254,6.0,1514,8,2,12.0,AP ORoY-6
1,2025,23,TAM,NFL,RB,3,3,56,174,0,5,33.9,16,3.1,58.0,18.7,14,14,91,6.5,1,4,57.1,25,4.7,30.3,100.0,6.5,70,3.8,265,1,0,,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,20,6,263,1296,8,57,50.6,56,4.9,64.8,13.2,66,61,483,7.9,1,20,63.6,42,3.1,24.2,92.4,7.3,324,5.5,1779,9,2,12.0,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,5,224,1102,7,48,50.6,56,4.9,64.8,13.2,56,52,411,7.9,1,17,63.6,42,3.1,24.2,92.4,7.3,275,5.5,1512,8,2,,
