,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,14.0,1.0,1.0,2021-09-12,IND,,SEA,"L, 16-28",*,4,3,29,9.7,0,75.0,7.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,74,97.4,0,0.0,0,0.0
1,2.0,15.0,2.0,2.0,2021-09-19,IND,,LAR,"L, 24-27",*,12,8,123,15.4,0,66.7,10.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,89.6,0,0.0,0,0.0
2,3.0,16.0,3.0,3.0,2021-09-26,IND,@,TEN,"L, 16-25",*,12,6,68,11.3,0,50.0,5.7,1,5,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,93.4,0,0.0,0,0.0
3,4.0,17.0,4.0,4.0,2021-10-03,IND,@,MIA,"W, 27-17",*,8,6,59,9.8,0,75.0,7.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,85.9,0,0.0,2,7.1
4,5.0,18.0,5.0,5.0,2021-10-11,IND,@,BAL,"L, 25-31 (OT)",*,7,6,89,14.8,1,85.7,12.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,88.4,0,0.0,0,0.0
5,6.0,19.0,6.0,6.0,2021-10-17,IND,,HOU,"W, 31-3",*,3,2,35,17.5,0,66.7,11.7,1,3,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,95.8,0,0.0,0,0.0
6,7.0,20.0,7.0,7.0,2021-10-24,IND,@,SFO,"W, 30-18",*,4,4,105,26.3,1,100.0,26.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,91.2,0,0.0,0,0.0
7,8.0,21.0,8.0,8.0,2021-10-31,IND,,TEN,"L, 31-34 (OT)",*,15,10,86,8.6,2,66.7,5.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,96.3,0,0.0,0,0.0
8,9.0,22.0,9.0,9.0,2021-11-04,IND,,NYJ,"W, 45-30",*,6,5,64,12.8,1,83.3,10.7,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,53,85.5,0,0.0,2,6.7
9,10.0,23.0,10.0,10.0,2021-11-14,IND,,JAX,"W, 23-17",*,5,5,71,14.2,0,100.0,14.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,87.5,0,0.0,0,0.0
10,11.0,24.0,11.0,11.0,2021-11-21,IND,@,BUF,"W, 41-15",*,5,2,23,11.5,0,40.0,4.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,75.4,0,0.0,1,4.3
11,12.0,25.0,12.0,12.0,2021-11-28,IND,,TAM,"L, 31-38",*,10,4,53,13.3,0,40.0,5.3,0,0,0,,0.0,2,1,1,0,0,0,0,0,0,0,0,0,65,94.2,0,0.0,0,0.0
12,13.0,26.0,13.0,13.0,2021-12-05,IND,@,HOU,"W, 31-0",*,8,6,77,12.8,0,75.0,9.6,2,33,0,16.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,75.0,0,0.0,0,0.0
13,14.0,27.0,14.0,15.0,2021-12-18,IND,,NWE,"W, 27-17",*,5,1,7,7.0,0,20.0,1.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,53.8,0,0.0,0,0.0
14,15.0,28.0,15.0,16.0,2021-12-25,IND,@,ARI,"W, 22-16",*,12,8,82,10.3,0,66.7,6.8,1,3,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,97.1,0,0.0,1,4.2
15,16.0,29.0,16.0,17.0,2022-01-02,IND,,LVR,"L, 20-23",*,6,6,47,7.8,0,100.0,7.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
16,17.0,30.0,17.0,18.0,2022-01-09,IND,@,JAX,"L, 11-26",*,7,6,64,10.7,1,85.7,9.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,87.7,0,0.0,1,4.5
17,,,,,,,,,9-8,,129,88,1082,12.3,6,68.2,8.4,5,44,0,8.8,0.0,2,1,1,0,0,0,1,0,0,0,0,0,979,88.0,0,0.0,7,1.6
