,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,51.0,1.0,1.0,2024-09-08,DEN,@,SEA,"L, 20-26",*,0.0,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,67,100.0,1,2.9
1,2.0,52.0,2.0,2.0,2024-09-15,DEN,,PIT,"L, 6-13",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,100.0,2,8.0
2,3.0,53.0,3.0,3.0,2024-09-22,DEN,@,TAM,"W, 26-7",*,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,100.0,0,0.0
3,4.0,54.0,4.0,4.0,2024-09-29,DEN,@,NYJ,"W, 10-9",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.3,74,100.0,0,0.0
4,5.0,55.0,5.0,5.0,2024-10-06,DEN,,LVR,"W, 34-18",*,0.0,3,2,1,0,0,0,2,100,1,2,0,0,0,0,0,0,3,4.8,70,100.0,0,0.0
5,6.0,56.0,6.0,6.0,2024-10-13,DEN,,LAC,"L, 16-23",*,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,1.3,0,0.0
6,6.0,,7.0,7.0,2024-10-17,DEN,@,NOR,"W, 33-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,7.0,57.0,8.0,8.0,2024-10-27,DEN,,CAR,"W, 28-14",*,0.0,1,1,0,1,0,0,1,28,0,1,0,0,0,0,0,0,0,0.0,51,83.6,0,0.0
8,8.0,58.0,9.0,9.0,2024-11-03,DEN,@,BAL,"L, 10-41",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,100.0,0,0.0
9,9.0,59.0,10.0,10.0,2024-11-10,DEN,@,KAN,"L, 14-16",*,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,100.0,0,0.0
10,10.0,60.0,11.0,11.0,2024-11-17,DEN,,ATL,"W, 38-6",*,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,46,78.0,0,0.0
11,11.0,61.0,12.0,12.0,2024-11-24,DEN,@,LVR,"W, 29-19",*,0.0,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,77,100.0,0,0.0
12,12.0,62.0,13.0,13.0,2024-12-02,DEN,,CLE,"W, 41-32",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,86,100.0,0,0.0
13,13.0,63.0,14.0,15.0,2024-12-15,DEN,,IND,"W, 31-13",*,0.0,1,1,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0.0,74,97.4,0,0.0
14,14.0,64.0,15.0,16.0,2024-12-19,DEN,@,LAC,"L, 27-34",*,0.0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65,100.0,0,0.0
15,15.0,65.0,16.0,17.0,2024-12-28,DEN,@,CIN,"L, 24-30 (OT)",*,0.0,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,90,100.0,1,4.0
16,16.0,66.0,17.0,18.0,2025-01-05,DEN,,KAN,"W, 38-0",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,85.3,0,0.0
17,,,,,,,,,9-7,,0.0,45,34,11,1,0,0,4,132,1,11,0,0,1,1,0,0,5,0.5,978,90.1,4,0.9
