,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",*,0.0,2,2,0,0,0,0,0,0,0,3,0,0.0,59,100.0,3,15.8
1,2.0,35.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",*,0.0,3,3,0,0,0,0,0,0,0,0,0,0.0,73,100.0,7,23.3
2,3.0,36.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",*,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,73,100.0,10,27.8
3,4.0,37.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",*,0.0,3,3,0,0,0,0,0,0,0,2,0,0.0,72,100.0,4,15.4
4,5.0,38.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",*,0.0,5,4,1,0,0,0,1,0,0,1,0,0.0,65,100.0,7,21.9
5,6.0,39.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",*,0.0,7,7,0,0,0,0,0,0,0,0,0,0.0,71,100.0,5,23.8
6,7.0,40.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",*,0.0,2,2,0,0,0,0,0,0,0,1,0,0.0,64,100.0,4,16.0
7,8.0,41.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,61,100.0,3,13.6
8,9.0,42.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0.0,54,100.0,3,11.1
9,10.0,43.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",*,0.0,4,3,1,0,0,0,0,0,0,1,0,0.0,74,100.0,4,14.8
10,11.0,44.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",*,0.0,4,2,2,0,0,0,0,0,0,0,0,0.0,73,100.0,2,7.7
11,12.0,45.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",*,0.0,5,4,1,0,0,0,0,0,0,1,0,0.0,59,86.8,3,9.4
12,13.0,46.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",*,0.0,5,5,0,0,0,0,0,0,0,0,0,0.0,68,100.0,1,4.2
13,14.0,47.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0.0,66,100.0,6,20.7
14,15.0,48.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",*,0.0,6,5,1,0,0,0,0,0,0,0,0,0.0,58,100.0,6,18.2
15,16.0,49.0,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0.0,65,100.0,5,17.9
16,17.0,50.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",*,0.0,6,5,1,0,0,0,0,0,0,1,0,0.0,66,100.0,5,20.0
17,,,,,,,,,8-9,,0.0,69,59,10,0,0,0,1,0,0,12,0,0.0,1121,99.2,78,16.9
