,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,DEN,@,NYG,"W, 27-13",,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,26.2,1,5.3
1,2.0,2.0,2.0,2.0,2021-09-19,DEN,@,JAX,"W, 23-13",*,0.0,4,2,2,0,0,0,1,0,0,1,0,0.0,56,100.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,DEN,,NYJ,"W, 26-0",*,0.0,5,5,0,0,0,0,0,0,0,1,0,0.0,50,92.6,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,DEN,,BAL,"L, 7-23",*,0.0,6,6,0,0,0,0,0,0,0,0,0,0.0,63,86.3,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,DEN,@,PIT,"L, 19-27",*,0.0,3,3,0,0,0,0,0,0,0,1,0,0.0,65,100.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,DEN,,LVR,"L, 24-34",*,0.0,4,4,0,0,0,0,0,0,0,1,0,0.0,55,98.2,0,0.0
6,7.0,7.0,7.0,7.0,2021-10-21,DEN,@,CLE,"L, 14-17",*,0.0,2,1,1,0,0,0,0,0,0,2,0,0.0,71,100.0,0,0.0
7,8.0,8.0,8.0,8.0,2021-10-31,DEN,,WAS,"W, 17-10",*,0.0,2,1,1,0,0,0,0,0,0,1,0,0.0,70,100.0,0,0.0
8,9.0,9.0,9.0,9.0,2021-11-07,DEN,@,DAL,"W, 30-16",*,0.0,3,2,1,0,0,0,0,0,0,1,0,0.0,31,50.0,0,0.0
9,10.0,10.0,10.0,10.0,2021-11-14,DEN,,PHI,"L, 13-30",*,0.0,3,3,0,1,0,0,0,0,0,1,0,0.0,64,100.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,DEN,,LAC,"W, 28-13",*,0.0,5,4,1,0,0,0,2,70,1,2,0,0.0,71,100.0,0,0.0
11,12.0,12.0,12.0,13.0,2021-12-05,DEN,@,KAN,"L, 9-22",*,0.0,1,0,1,0,0,0,1,0,0,1,0,0.0,57,100.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-12,DEN,,DET,"W, 38-10",*,0.0,5,4,1,0,0,0,0,0,0,0,0,0.0,54,85.7,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,DEN,,CIN,"L, 10-15",*,0.0,5,3,2,0,0,0,0,0,0,0,0,0.0,53,100.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,DEN,@,LVR,"L, 13-17",*,0.0,4,3,1,0,0,0,0,0,0,0,0,0.0,69,100.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,DEN,@,LAC,"L, 13-34",*,0.0,6,4,2,0,0,0,0,0,0,2,0,0.0,57,85.1,0,0.0
16,16.0,,17.0,18.0,2022-01-08,DEN,,KAN,"L, 24-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,7-9,,0.0,58,45,13,1,0,0,4,70,1,14,0,0.0,902,89.1,1,0.3
