,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2021-09-09,TAM,,DAL,"W, 31-29",*,9,32,0,3.6,7,5,27,5.4,0,71.4,3.9,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,42,64.6,0,0.0,0,0.0
1,2.0,51.0,2.0,2.0,2021-09-19,TAM,,ATL,"W, 48-25",,11,52,0,4.7,4,4,24,6.0,0,100.0,6.0,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,31,49.2,0,0.0,0,0.0
2,3.0,52.0,3.0,3.0,2021-09-26,TAM,@,LAR,"L, 24-34",*,4,8,0,2.0,3,3,26,8.7,0,100.0,8.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,26,35.6,0,0.0,0,0.0
3,4.0,53.0,4.0,4.0,2021-10-03,TAM,@,NWE,"W, 19-17",*,20,92,0,4.6,5,3,47,15.7,0,60.0,9.4,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,82.1,0,0.0,0,0.0
4,5.0,54.0,5.0,5.0,2021-10-10,TAM,,MIA,"W, 45-17",*,12,67,1,5.6,5,4,43,10.8,0,80.0,8.6,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,62.2,0,0.0,0,0.0
5,6.0,55.0,6.0,6.0,2021-10-14,TAM,@,PHI,"W, 28-22",*,22,81,2,3.7,6,6,46,7.7,0,100.0,7.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,62.7,0,0.0,0,0.0
6,7.0,56.0,7.0,7.0,2021-10-24,TAM,,CHI,"W, 38-3",*,15,81,1,5.4,4,2,9,4.5,0,50.0,2.3,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,39,53.4,0,0.0,0,0.0
7,8.0,57.0,8.0,8.0,2021-10-31,TAM,@,NOR,"L, 27-36",*,8,26,0,3.3,5,3,17,5.7,0,60.0,3.4,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,37,60.7,0,0.0,0,0.0
8,9.0,58.0,9.0,10.0,2021-11-14,TAM,@,WAS,"L, 19-29",*,11,47,0,4.3,9,8,45,5.6,0,88.9,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,31,64.6,0,0.0,0,0.0
9,10.0,59.0,10.0,11.0,2021-11-22,TAM,,NYG,"W, 30-10",*,10,35,0,3.5,6,6,39,6.5,0,100.0,6.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,59.0,0,0.0,0,0.0
10,11.0,60.0,11.0,12.0,2021-11-28,TAM,@,IND,"W, 38-31",*,17,100,3,5.9,8,7,31,4.4,1,87.5,3.9,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,80.6,0,0.0,0,0.0
11,12.0,61.0,12.0,13.0,2021-12-05,TAM,@,ATL,"W, 30-17",*,13,44,0,3.4,8,7,48,6.9,1,87.5,6.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,87.1,0,0.0,0,0.0
12,13.0,62.0,13.0,14.0,2021-12-12,TAM,,BUF,"W, 33-27 (OT)",*,19,113,1,5.9,7,4,19,4.8,0,57.1,2.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,66,79.5,0,0.0,0,0.0
13,14.0,63.0,14.0,15.0,2021-12-19,TAM,,NOR,"L, 0-9",*,9,34,0,3.8,7,7,33,4.7,0,100.0,4.7,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,33,44.6,0,0.0,0,0.0
14,14.0,,15.0,16.0,2021-12-26,TAM,@,CAR,"W, 32-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,14.0,,16.0,17.0,2022-01-02,TAM,@,NYJ,"W, 28-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,14.0,,17.0,18.0,2022-01-09,TAM,,CAR,"W, 41-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,10-4,,180,812,8,4.5,84,69,454,6.6,2,82.1,5.4,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,1,0,0,0,0,0,623,63.4,0,0.0,0,0.0
