,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,37.0,1.0,1.0,2020-09-13,TAM,@,NOR,"L, 23-34",,5,5,0,1.0,1,1,14,14.0,0,100.0,14.0,0,0,0,0,0,0,9,12.9,0,0.0,0,0.0
1,2.0,38.0,2.0,2.0,2020-09-20,TAM,,CAR,"W, 31-17",,12,103,2,8.6,5,4,13,3.3,0,80.0,2.6,0,0,0,0,0,0,26,42.6,0,0.0,0,0.0
2,3.0,39.0,3.0,3.0,2020-09-27,TAM,@,DEN,"W, 28-10",,7,15,0,2.1,2,2,7,3.5,0,100.0,3.5,0,0,0,1,0,0,25,36.8,0,0.0,0,0.0
3,3.0,,4.0,4.0,2020-10-04,TAM,,LAC,"W, 38-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,40.0,5.0,5.0,2020-10-08,TAM,@,CHI,"L, 19-20",,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,1,1.4,0,0.0,0,0.0
5,4.0,,6.0,6.0,2020-10-18,TAM,,GNB,"W, 38-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,41.0,7.0,7.0,2020-10-25,TAM,@,LVR,"W, 45-20",,11,50,0,4.5,7,6,47,7.8,0,85.7,6.7,0,0,0,0,0,0,40,55.6,0,0.0,0,0.0
7,6.0,42.0,8.0,8.0,2020-11-02,TAM,@,NYG,"W, 25-23",,15,52,0,3.5,6,3,19,6.3,0,50.0,3.2,0,0,0,0,0,0,51,72.9,0,0.0,0,0.0
8,7.0,43.0,9.0,9.0,2020-11-08,TAM,,NOR,"L, 3-38",,1,0,0,0.0,6,6,41,6.8,0,100.0,6.8,0,0,0,0,0,0,33,66.0,0,0.0,0,0.0
9,8.0,44.0,10.0,10.0,2020-11-15,TAM,@,CAR,"W, 46-23",,8,19,0,2.4,3,2,11,5.5,0,66.7,3.7,0,0,0,0,0,0,29,36.3,0,0.0,0,0.0
10,9.0,45.0,11.0,11.0,2020-11-23,TAM,,LAR,"L, 24-27",,7,17,1,2.4,4,1,9,9.0,0,25.0,2.3,0,0,0,0,0,0,36,52.2,0,0.0,0,0.0
11,10.0,46.0,12.0,12.0,2020-11-29,TAM,,KAN,"L, 24-27",,3,10,0,3.3,3,3,10,3.3,0,100.0,3.3,0,0,0,0,0,0,33,55.9,0,0.0,0,0.0
12,10.0,,13.0,14.0,2020-12-13,TAM,,MIN,"W, 26-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,47.0,14.0,15.0,2020-12-20,TAM,@,ATL,"W, 31-27",*,14,49,2,3.5,5,3,16,5.3,0,60.0,3.2,0,0,0,0,0,0,45,66.2,0,0.0,0,0.0
14,12.0,48.0,15.0,16.0,2020-12-26,TAM,@,DET,"W, 47-7",*,9,34,1,3.8,3,3,32,10.7,0,100.0,10.7,0,0,0,0,0,0,25,32.5,0,0.0,0,0.0
15,13.0,49.0,16.0,17.0,2021-01-03,TAM,,ATL,"W, 44-27",*,5,13,0,2.6,2,2,14,7.0,0,100.0,7.0,0,0,0,0,0,0,30,44.8,0,0.0,0,0.0
16,,,,,,,,,8-5,,97,367,6,3.8,47,36,233,6.5,0,76.6,5.0,0,0,0,1,0,0,383,43.4,0,0.0,0,0.0
