,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2016-09-11,DET,@,IND,"W, 39-35",*,5,5,46,9.2,1,100.0,9.2,0,0,0,,60,92.3,0,0.0,0,0.0
1,2.0,29.0,2.0,2.0,2016-09-18,DET,,TEN,"L, 15-16",*,7,4,53,13.3,0,57.1,7.6,0,0,0,,71,89.9,0,0.0,0,0.0
2,3.0,30.0,3.0,3.0,2016-09-25,DET,@,GNB,"L, 27-34",*,8,5,69,13.8,0,62.5,8.6,0,0,0,,58,85.3,0,0.0,0,0.0
3,4.0,31.0,4.0,4.0,2016-10-02,DET,@,CHI,"L, 14-17",*,5,4,42,10.5,0,80.0,8.4,0,0,0,,53,84.1,0,0.0,0,0.0
4,4.0,,5.0,5.0,2016-10-09,DET,,PHI,"W, 24-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,,6.0,6.0,2016-10-16,DET,,LAR,"W, 31-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,,7.0,7.0,2016-10-23,DET,,WAS,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,5.0,32.0,8.0,8.0,2016-10-30,DET,@,HOU,"L, 13-20",*,10,7,79,11.3,0,70.0,7.9,0,0,0,,49,80.3,0,0.0,0,0.0
8,6.0,33.0,9.0,9.0,2016-11-06,DET,@,MIN,"W, 22-16 (OT)",*,8,7,92,13.1,0,87.5,11.5,0,0,0,,52,78.8,0,0.0,0,0.0
9,7.0,34.0,10.0,11.0,2016-11-20,DET,,JAX,"W, 26-19",*,5,3,70,23.3,0,60.0,14.0,1,1,1,1.0,46,80.7,0,0.0,0,0.0
10,8.0,35.0,11.0,12.0,2016-11-24,DET,,MIN,"W, 16-13",*,1,0,0,,0,0.0,0.0,0,0,0,,49,80.3,0,0.0,0,0.0
11,9.0,36.0,12.0,13.0,2016-12-04,DET,@,NOR,"W, 28-13",*,6,4,38,9.5,0,66.7,6.3,0,0,0,,54,77.1,0,0.0,0,0.0
12,10.0,37.0,13.0,14.0,2016-12-11,DET,,CHI,"W, 20-17",*,5,4,32,8.0,0,80.0,6.4,0,0,0,,52,72.2,0,0.0,0,0.0
13,11.0,38.0,14.0,15.0,2016-12-18,DET,@,NYG,"L, 6-17",*,7,4,36,9.0,0,57.1,5.1,0,0,0,,52,83.9,0,0.0,0,0.0
14,12.0,39.0,15.0,16.0,2016-12-26,DET,@,DAL,"L, 21-42",*,12,8,93,11.6,0,66.7,7.8,0,0,0,,61,85.9,0,0.0,0,0.0
15,13.0,40.0,16.0,17.0,2017-01-01,DET,,GNB,"L, 24-31",*,6,6,61,10.2,0,100.0,10.2,0,0,0,,51,77.3,0,0.0,0,0.0
16,,,,,,,,,6-7,,85,61,711,11.7,1,71.8,8.4,1,1,1,1.0,708,82.2,0,0.0,0,0.0
