,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2020,21,CHI,NFL,TE,16,9,44,28,243,8.7,2,12,54.5,38,1.8,15.2,63.6,5.5,1,-3,0,0,0.0,-3.0,-3.0,-0.2,0.1,29,8.3,240,2,1,2,
1,2021,22,CHI,NFL,TE,17,17,93,60,612,10.2,0,29,48.4,25,3.5,36.0,64.5,6.6,1,0,0,0,0.0,,0.0,0.0,0.1,61,10.0,612,0,0,5,
2,2022,23,CHI,NFL,TE,17,17,69,50,544,10.9,7,27,59.4,50,2.9,32.0,72.5,7.9,2,9,0,1,100.0,8.0,4.5,0.5,0.1,52,10.6,553,7,1,7,
3,2023,24,CHI,NFL,TE,17,17,90,73,719,9.8,6,36,62.2,53,4.3,42.3,81.1,8.0,3,2,0,2,66.7,1.0,0.7,0.1,0.2,76,9.5,721,6,1,7,
4,2024,25,CHI,NFL,TE,17,16,55,47,474,10.1,4,25,70.9,31,2.8,27.9,85.5,8.6,0,0,0,0,,,,0.0,0.0,47,10.1,474,4,0,4,
5,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,84,76,351,258,2592,10.0,19,129,58.4,53,3.1,30.9,73.5,7.4,7,8,0,3,57.1,8.0,1.1,0.1,0.1,265,9.8,2600,19,3,25,
6,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,71,52,525,10.0,4,26,58.4,53,3.1,30.9,73.5,7.4,1,2,0,1,57.1,8.0,1.1,0.1,0.1,54,2.0,526,4,1,5,
