,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,38.0,1.0,1.0,2020-09-13,NOR,,TAM,"W, 34-23",*,1,1,100.0,38,0,0,38.0,38.0,118.7,0,0,3,13,0,4.3,1,1,14,14.0,0,100.0,14.0,0,0,0,0,0,0,17,25.0,0,0.0,12,36.4
1,2.0,39.0,2.0,2.0,2020-09-21,NOR,@,LVR,"L, 24-34",,0,0,,0,0,0,,,,0,0,2,8,0,4.0,0,0,0,,0,,,0,0,0,0,0,0,14,23.3,0,0.0,5,18.5
2,3.0,40.0,3.0,3.0,2020-09-27,NOR,,GNB,"L, 30-37",*,0,0,,0,0,0,,,,0,0,2,6,0,3.0,1,1,1,1.0,0,100.0,1.0,1,1,0,0,0,0,13,21.3,0,0.0,5,15.6
3,4.0,41.0,4.0,4.0,2020-10-04,NOR,@,DET,"W, 35-29",,0,0,,0,0,0,,,,0,0,3,6,0,2.0,1,1,8,8.0,0,100.0,8.0,1,0,0,0,-6,0,20,28.6,0,0.0,7,28.0
4,5.0,42.0,5.0,5.0,2020-10-12,NOR,,LAC,"W, 30-27 (OT)",,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,3,13,1,4.3,2,0,0,,0,0.0,0.0,0,0,0,0,0,0,20,26.3,0,0.0,14,36.8
5,6.0,43.0,6.0,7.0,2020-10-25,NOR,,CAR,"W, 27-24",*,1,1,100.0,0,0,0,0.0,0.0,79.2,0,0,1,6,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,10,14.3,0,0.0,1,4.5
6,7.0,44.0,7.0,8.0,2020-11-01,NOR,@,CHI,"W, 26-23 (OT)",,0,0,,0,0,0,,,,0,0,5,35,0,7.0,2,2,30,15.0,1,100.0,15.0,0,0,0,0,0,0,14,18.9,0,0.0,9,25.7
7,8.0,45.0,8.0,9.0,2020-11-08,NOR,@,TAM,"W, 38-3",,2,2,100.0,48,0,0,24.0,24.0,118.7,0,0,7,54,0,7.7,1,1,21,21.0,0,100.0,21.0,0,0,0,1,0,0,19,26.0,0,0.0,6,28.6
8,9.0,46.0,9.0,10.0,2020-11-15,NOR,,SFO,"W, 27-13",*,0,0,,0,0,0,,,,1,5,8,45,0,5.6,0,0,0,,0,,,2,1,0,1,0,0,22,37.3,0,0.0,10,35.7
9,10.0,47.0,10.0,11.0,2020-11-22,NOR,,ATL,"W, 24-9",*,18,23,78.3,233,0,0,10.1,10.13,108.9,3,23,10,49,2,4.9,0,0,0,,0,,,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
10,11.0,48.0,11.0,12.0,2020-11-29,NOR,@,DEN,"W, 31-3",*,9,16,56.3,78,0,1,4.9,2.06,43.2,3,15,10,44,2,4.4,0,0,0,,0,,,1,0,0,1,0,0,61,95.3,0,0.0,0,0.0
11,12.0,49.0,12.0,13.0,2020-12-06,NOR,@,ATL,"W, 21-16",*,27,37,73.0,232,2,0,6.3,7.35,107.0,2,15,14,83,0,5.9,0,0,0,,0,,,3,1,0,0,-2,0,78,100.0,0,0.0,0,0.0
12,13.0,50.0,13.0,14.0,2020-12-13,NOR,@,PHI,"L, 21-24",*,28,38,73.7,291,2,1,7.7,7.53,102.0,5,29,5,33,0,6.6,0,0,0,,0,,,1,1,0,0,0,0,63,100.0,0,0.0,0,0.0
13,14.0,51.0,14.0,15.0,2020-12-20,NOR,,KAN,"L, 29-32",,0,0,,0,0,0,,,,0,0,2,3,1,1.5,2,0,0,,0,0.0,0.0,0,0,0,0,0,0,10,18.2,0,0.0,9,26.5
14,15.0,52.0,15.0,16.0,2020-12-25,NOR,,MIN,"W, 52-33",,2,2,100.0,8,0,0,4.0,4.0,83.3,0,0,5,18,1,3.6,1,1,19,19.0,0,100.0,19.0,0,0,0,0,0,0,24,32.0,0,0.0,5,16.1
15,16.0,53.0,16.0,17.0,2021-01-03,NOR,@,CAR,"W, 33-7",,0,0,,0,0,0,,,,0,0,7,41,1,5.9,1,1,5,5.0,0,100.0,5.0,0,0,0,0,0,0,21,32.8,0,0.0,3,13.0
16,,,,,,,,,12-4,,88,121,72.7,928,4,2,7.7,7.59,98.8,14,87,87,457,8,5.3,12,8,98,12.3,1,66.7,8.2,10,5,0,3,-8,0,473,43.9,0,0.0,86,18.9
