,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,MIN,@,CIN,"L, 24-27 (OT)",*,9,5,71,14.2,0,55.6,7.9,0,0,0,,1,1,100.0,11,0,0,11.0,11.0,112.5,0,0,0,0,0,0,0,0,76,91.6,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2021-09-19,MIN,@,ARI,"L, 33-34",*,10,6,65,10.8,1,60.0,6.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,86.9,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2021-09-26,MIN,,SEA,"W, 30-17",*,11,9,118,13.1,1,81.8,10.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,82.7,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2021-10-03,MIN,,CLE,"L, 7-14",*,7,6,84,14.0,1,85.7,12.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2021-10-10,MIN,,DET,"W, 19-17",*,8,7,124,17.7,0,87.5,15.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,89.6,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2021-10-17,MIN,@,CAR,"W, 34-28 (OT)",*,14,8,80,10.0,0,57.1,5.7,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,84,94.4,0,0.0,0,0.0
6,7.0,23.0,7.0,8.0,2021-10-31,MIN,,DAL,"L, 16-20",*,4,2,21,10.5,0,50.0,5.3,0,0,0,,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,47,71.2,0,0.0,0,0.0
7,8.0,24.0,8.0,9.0,2021-11-07,MIN,@,BAL,"L, 31-34 (OT)",*,5,3,69,23.0,1,60.0,13.8,1,11,0,11.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,79.6,0,0.0,0,0.0
8,9.0,25.0,9.0,10.0,2021-11-14,MIN,@,LAC,"W, 27-20",*,11,9,143,15.9,0,81.8,13.0,1,-4,0,-4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,75.9,0,0.0,0,0.0
9,10.0,26.0,10.0,11.0,2021-11-21,MIN,,GNB,"W, 34-31",*,10,8,169,21.1,2,80.0,16.9,1,3,0,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,90.0,0,0.0,0,0.0
10,11.0,27.0,11.0,12.0,2021-11-28,MIN,@,SFO,"L, 26-34",*,9,4,83,20.8,0,44.4,9.2,0,0,0,,1,1,100.0,24,0,0,24.0,24.0,118.7,0,0,0,0,0,0,0,0,51,92.7,0,0.0,0,0.0
11,12.0,28.0,12.0,13.0,2021-12-05,MIN,@,DET,"L, 27-29",*,14,11,182,16.5,1,78.6,13.0,1,4,0,4.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,69,90.8,0,0.0,0,0.0
12,13.0,29.0,13.0,14.0,2021-12-09,MIN,,PIT,"W, 36-28",*,15,7,79,11.3,1,46.7,5.3,1,-4,0,-4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,67,95.7,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2021-12-20,MIN,@,CHI,"W, 17-9",*,10,4,47,11.8,1,40.0,4.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2021-12-26,MIN,,LAR,"L, 23-30",*,12,8,116,14.5,0,66.7,9.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,96.8,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2022-01-02,MIN,@,GNB,"L, 10-37",*,11,6,58,9.7,0,54.5,5.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2022-01-09,MIN,,CHI,"W, 31-17",*,7,5,107,21.4,1,71.4,15.3,1,4,0,4.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,95.8,0,0.0,0,0.0
17,,,,,,,,,8-9,,167,108,1616,15.0,10,64.7,9.7,6,14,0,2.3,2,4,50.0,35,0,0,8.8,8.75,80.2,0,0,1,1,0,0,0,0,1014,88.9,0,0.0,0,0.0
