,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,39.0,1.0,1.0,2020-09-10,HOU,@,KAN,"L, 20-34",*,20,32,62.5,253,1,1,7.9,7.13,84.5,4,11,6,27,1,4.5,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
1,2.0,40.0,2.0,2.0,2020-09-20,HOU,,BAL,"L, 16-33",*,25,36,69.4,275,1,1,7.6,6.94,89.5,4,22,5,17,0,3.4,0,0,0,0,0,0,59,100.0,0,0.0,0,0.0
2,3.0,41.0,3.0,3.0,2020-09-27,HOU,@,PIT,"L, 21-28",*,19,27,70.4,264,2,1,9.8,9.59,110.7,5,33,1,5,0,5.0,0,0,0,0,0,0,47,100.0,0,0.0,0,0.0
3,4.0,42.0,4.0,4.0,2020-10-04,HOU,,MIN,"L, 23-31",*,20,33,60.6,300,2,0,9.1,10.3,110.7,3,10,5,9,0,1.8,2,0,0,1,-4,0,65,100.0,0,0.0,0,0.0
4,5.0,43.0,5.0,5.0,2020-10-11,HOU,,JAX,"W, 30-14",*,25,35,71.4,359,3,2,10.3,9.4,109.1,1,2,2,25,0,12.5,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
5,6.0,44.0,6.0,6.0,2020-10-18,HOU,@,TEN,"L, 36-42 (OT)",*,28,37,75.7,335,4,0,9.1,11.22,138.9,2,15,4,26,0,6.5,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
6,7.0,45.0,7.0,7.0,2020-10-25,HOU,,GNB,"L, 20-35",*,29,39,74.4,309,2,0,7.9,8.95,114.2,3,23,7,38,0,5.4,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
7,8.0,46.0,8.0,9.0,2020-11-08,HOU,@,JAX,"W, 27-25",*,19,32,59.4,281,2,0,8.8,10.03,109.0,2,14,10,50,0,5.0,1,0,0,1,-4,0,64,100.0,0,0.0,0,0.0
8,9.0,47.0,9.0,10.0,2020-11-15,HOU,@,CLE,"L, 7-10",*,20,30,66.7,163,1,0,5.4,6.1,91.4,2,10,8,36,0,4.5,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0
9,10.0,48.0,10.0,11.0,2020-11-22,HOU,,NWE,"W, 27-20",*,28,37,75.7,344,2,0,9.3,10.38,121.9,0,0,6,36,1,6.0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
10,11.0,49.0,11.0,12.0,2020-11-26,HOU,@,DET,"W, 41-25",*,17,25,68.0,318,4,0,12.7,15.92,150.4,2,11,8,24,0,3.0,0,0,0,0,0,0,56,98.2,0,0.0,0,0.0
11,12.0,50.0,12.0,13.0,2020-12-06,HOU,,IND,"L, 20-26",*,26,38,68.4,341,0,1,9.0,7.79,85.5,5,33,7,38,1,5.4,2,1,0,0,-5,0,64,100.0,0,0.0,0,0.0
12,13.0,51.0,13.0,14.0,2020-12-13,HOU,@,CHI,"L, 7-36",*,21,30,70.0,219,1,0,7.3,7.97,101.9,6,52,7,38,0,5.4,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
13,14.0,52.0,14.0,15.0,2020-12-20,HOU,@,IND,"L, 20-27",*,33,41,80.5,373,2,0,9.1,10.07,120.8,5,31,6,25,0,4.2,1,1,0,0,0,0,69,100.0,0,0.0,0,0.0
14,15.0,53.0,15.0,16.0,2020-12-27,HOU,,CIN,"L, 31-37",*,24,33,72.7,324,3,0,9.8,11.64,133.9,1,2,5,38,0,7.6,2,1,0,0,0,0,52,100.0,0,0.0,0,0.0
15,16.0,54.0,16.0,17.0,2021-01-03,HOU,,TEN,"L, 38-41",*,28,39,71.8,365,3,1,9.4,9.74,115.9,4,24,3,12,0,4.0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
16,,,,,,,,,4-12,,382,544,70.2,4823,33,7,8.9,9.5,112.4,49,293,90,444,3,4.9,8,3,0,2,-13,0,978,99.8,0,0.0,0,0.0
