,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,HOU,,JAX,"L, 7-29",,12,23,52.2,102,1,1,4.4,3.35,60.4,4,21,2,16,0,8.0,1,1,0,0,0,0,48,60.8,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2017-09-14,HOU,@,CIN,"W, 13-9",*,15,24,62.5,125,0,0,5.2,5.21,75.9,3,27,5,67,1,13.4,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2017-09-24,HOU,@,NWE,"L, 33-36",*,22,33,66.7,301,2,2,9.1,7.61,90.6,2,9,8,41,0,5.1,2,0,0,0,0,0,71,100.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2017-10-01,HOU,,TEN,"W, 57-14",*,25,34,73.5,283,4,1,8.3,9.35,125.0,1,3,4,24,1,6.0,0,0,0,0,0,0,78,92.9,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2017-10-08,HOU,,KAN,"L, 34-42",*,16,31,51.6,261,5,0,8.4,11.65,119.8,3,13,3,31,0,10.3,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2017-10-15,HOU,,CLE,"W, 33-17",*,17,29,58.6,225,3,1,7.8,8.28,103.4,1,8,6,23,0,3.8,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2017-10-29,HOU,@,SEA,"L, 38-41",*,19,30,63.3,402,4,3,13.4,11.57,106.9,5,35,8,67,0,8.4,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
7,7.0,,8.0,9.0,2017-11-05,HOU,,IND,"L, 14-20",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
8,7.0,,9.0,10.0,2017-11-12,HOU,@,LAR,"L, 7-33",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
9,7.0,,10.0,11.0,2017-11-19,HOU,,ARI,"W, 31-21",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
