,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2024-09-05,BAL,@,KAN,"L, 20-27",*,10,6,37,6.2,0,60.0,3.7,2,14,0,7.0,71,88.8,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2024-09-15,BAL,,LVR,"L, 23-26",,11,7,91,13.0,1,63.6,8.3,0,0,0,,58,89.2,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2024-09-22,BAL,@,DAL,"W, 28-25",*,4,3,20,6.7,0,75.0,5.0,1,3,0,3.0,42,66.7,0,0.0,2,7.1
3,4.0,20.0,4.0,4.0,2024-09-29,BAL,,BUF,"W, 35-10",*,2,1,10,10.0,0,50.0,5.0,0,0,0,,39,68.4,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2024-10-06,BAL,@,CIN,"W, 41-38 (OT)",*,12,7,111,15.9,0,58.3,9.3,1,9,0,9.0,64,82.1,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2024-10-13,BAL,,WAS,"W, 30-23",*,9,9,132,14.7,0,100.0,14.7,1,2,0,2.0,49,72.1,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2024-10-21,BAL,@,TAM,"W, 41-31",*,1,1,11,11.0,0,100.0,11.0,1,19,0,19.0,42,71.2,0,0.0,2,6.9
7,8.0,24.0,8.0,8.0,2024-10-27,BAL,@,CLE,"L, 24-29",,12,7,115,16.4,0,58.3,9.6,0,0,0,,59,86.8,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2024-11-03,BAL,,DEN,"W, 41-10",*,6,5,127,25.4,2,83.3,21.2,0,0,0,,30,52.6,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2024-11-07,BAL,,CIN,"W, 35-34",*,6,4,34,8.5,0,66.7,5.7,0,0,0,,52,82.5,0,0.0,1,3.6
10,11.0,27.0,11.0,11.0,2024-11-17,BAL,@,PIT,"L, 16-18",*,6,2,39,19.5,1,33.3,6.5,0,0,0,,51,83.6,0,0.0,0,0.0
11,12.0,28.0,12.0,12.0,2024-11-25,BAL,@,LAC,"W, 30-23",*,8,5,62,12.4,0,62.5,7.8,0,0,0,,50,76.9,0,0.0,1,3.7
12,13.0,29.0,13.0,13.0,2024-12-01,BAL,,PHI,"L, 19-24",*,7,3,74,24.7,0,42.9,10.6,1,-3,0,-3.0,68,94.4,0,0.0,0,0.0
13,14.0,30.0,14.0,15.0,2024-12-15,BAL,@,NYG,"W, 35-14",*,7,6,53,8.8,0,85.7,7.6,0,0,0,,48,81.4,0,0.0,0,0.0
14,15.0,31.0,15.0,16.0,2024-12-21,BAL,,PIT,"W, 34-17",*,8,5,100,20.0,0,62.5,12.5,1,3,0,3.0,54,87.1,0,0.0,0,0.0
15,16.0,32.0,16.0,17.0,2024-12-25,BAL,@,HOU,"W, 31-2",*,5,2,31,15.5,0,40.0,6.2,0,0,0,,41,65.1,0,0.0,0,0.0
16,17.0,33.0,17.0,18.0,2025-01-04,BAL,,CLE,"W, 35-10",*,2,1,12,12.0,0,50.0,6.0,1,9,0,9.0,14,20.0,0,0.0,0,0.0
17,,,,,,,,,12-5,,116,74,1059,14.3,4,63.8,9.1,9,56,0,6.2,832,75.0,0,0.0,6,1.3
